organisasjonsnummer,navn,organisasjonsform,registreringsdatoEnhetsregisteret,antallAnsatte,forretningsadresse,stiftelsesdato,vedtektsdato,vedtektsfestetFormaal,aktivitet,links,sisteInnsendteAarsregnskap,kommune,overordnetEnhet
919309814,HELMER TE & KAFFE AS,Aksjeselskap,2017-08-07,13,"Breigata 8, 4006 STAVANGER",2017-06-26,2017-06-26,NaN,NaN,[],2022,STAVANGER,nan
918633049,HELMICHSEN MAT AS,Aksjeselskap,2017-03-07,20,"Boganesveien 10, 4020 STAVANGER",2017-01-01,2017-01-01,NaN,NaN,[],2022,STAVANGER,nan
815847822,HELT RENT TJENESTER AS,Aksjeselskap,2015-10-22,35,"Gamle Forusveien 1, 4031 STAVANGER",2015-08-17,2021-03-11,NaN,NaN,[],2022,STAVANGER,nan
965652442,HENDRIK VEDER GROUP NORWAY AS,Aksjeselskap,1995-02-20,22,"Bekhuskaien 1, 4014 STAVANGER",1992-08-19,2023-05-09,NaN,NaN,[],2022,STAVANGER,nan
925532452,HENNIES HUS AS,Aksjeselskap,2020-08-26,11,"Dues vei 14B, 4009 STAVANGER",2020-08-12,2020-08-12,NaN,NaN,[],2022,STAVANGER,nan
929235606,HERMETIKKEN VINBAR AS,Aksjeselskap,2022-05-20,11,"Niels Juels gate 50, 4008 STAVANGER",2022-03-03,2022-03-03,NaN,NaN,[],2022,STAVANGER,nan
916773234,HERMOD TEIGEN AS,Aksjeselskap,2016-02-23,22,"Fosseikeveien 14, 4323 SANDNES",2016-02-11,2022-01-13,NaN,NaN,[],2022,SANDNES,nan
816285712,HERO KOMPETANSE AS,Aksjeselskap,2015-11-24,69,"Etasje 6, Klubbgata 1, 4013 STAVANGER",2015-10-01,2017-01-19,NaN,NaN,[],2022,STAVANGER,nan
876785722,HERO NORGE AS,Aksjeselskap,1996-10-07,735,"Klubbgata 1, 4013 STAVANGER",1996-07-01,2017-01-19,NaN,NaN,[],2022,STAVANGER,nan
916285736,HERO TOLK AS,Aksjeselskap,2015-11-24,13,"Klubbgata 1, 4013 STAVANGER",2015-10-01,2017-08-22,NaN,NaN,[],2022,STAVANGER,nan
922393583,HESBY AUTO AS,Aksjeselskap,2019-03-14,10,"Hesbyvegen 51, 4160 FINNØY",2019-03-06,2019-03-06,NaN,NaN,[],2022,STAVANGER,nan
812665782,HETLAND SPORT SANDNES AS,Aksjeselskap,1995-02-19,22,"Vågsgata 16A, 4306 SANDNES",1968-12-14,2019-10-05,NaN,NaN,[],2022,SANDNES,nan
971428708,HG-REGNSKAP SANDNES SA,Samvirkeforetak,1995-02-20,15,"Hoveveien 46, 4306 SANDNES",1958-01-03,2012-02-29,NaN,NaN,[],2022,SANDNES,nan
930153842,HIGHSCORE ARCADE VÅGEN AS,Aksjeselskap,2022-11-04,13,"Vågsgata 33, 4306 SANDNES",2022-10-06,2023-06-30,NaN,NaN,[],2022,SANDNES,nan
828446142,HIGHSCORE KVADRAT AS,Aksjeselskap,2021-12-28,12,"Gamle Stokkavei 1, 4313 SANDNES",2021-12-09,2023-10-13,NaN,NaN,[],2022,SANDNES,nan
952304194,HILLEVÅG BISTRO AS,Aksjeselskap,1995-02-19,27,"Hillevågsveien 100, 4016 STAVANGER",1989-05-28,1989-05-28,NaN,NaN,[],2022,STAVANGER,nan
928960188,HILLEVÅG ELEKTRO-DIESEL AS,Aksjeselskap,1995-02-19,28,"Gamle Forusveien 49, 4031 STAVANGER",1980-01-02,2000-06-19,NaN,NaN,[],2022,STAVANGER,nan
963785607,HILLEVÅG MEK VERKSTED AS,Aksjeselskap,1995-02-20,10,"Koppholen 11, 4313 SANDNES",1992-03-10,1999-03-09,NaN,NaN,[],2022,SANDNES,nan
919664762,HILLEVÅG PIZZA AS,Aksjeselskap,2017-10-06,16,"Torgveien 15A, 4016 STAVANGER",2017-09-01,2017-09-01,NaN,NaN,[],2022,STAVANGER,nan
922673349,HINNA DYREKLINIKK AS,Aksjeselskap,2019-04-27,17,"Auglendsmyrå 2, 4016 STAVANGER",2019-03-12,2023-08-31,NaN,NaN,[],2022,STAVANGER,nan
979487746,HINNA RESTAURANTDRIFT AS,Aksjeselskap,1998-01-10,19,"Hinnasvingene 50, 4020 STAVANGER",1997-12-12,2003-05-13,NaN,NaN,[],2022,STAVANGER,nan
920852963,HJELSETH COMPUTERS AS,Aksjeselskap,2018-05-15,68,"Svarthyllveien 1, 4314 SANDNES",2018-04-09,2018-10-26,NaN,NaN,[],2022,SANDNES,nan
916689144,HJERTE FOR SANDNES,Forening/lag/innretning,2016-02-05,11,"Hoveveien 9, 4306 SANDNES",2016-02-02,,NaN,NaN,[],,SANDNES,nan
912971457,HOLMEN 28 AS,Aksjeselskap,2013-12-18,33,"Øvre Holmegate 12, 4006 STAVANGER",2013-12-10,2016-11-16,NaN,NaN,[],2022,STAVANGER,nan
918319050,HOME BRANDS AS,Aksjeselskap,2017-01-05,115,"Haakon 7's gate 8, 4306 SANDNES",2016-12-06,2021-01-04,NaN,NaN,[],2022,SANDNES,nan
912160300,HONG XUAN MEI JING AS,Aksjeselskap,2013-07-01,10,"Buggelandsbakken 207, 4324 SANDNES",2013-06-13,2013-06-13,NaN,NaN,[],2022,SANDNES,nan
923377476,HORISONT ENERGI AS,Aksjeselskap,2019-09-10,37,"Grenseveien 21, 4313 SANDNES",2019-08-27,2022-01-20,NaN,NaN,[],2022,SANDNES,nan
960966694,HOTEL SVERRE AS,Aksjeselskap,1995-02-20,12,"Storgaten 45, 4307 SANDNES",1991-05-31,2001-12-28,NaN,NaN,[],2022,SANDNES,nan
912385035,HOTELLDRIFT FORUS AS,Aksjeselskap,2013-09-02,46,"Koppholen 17, 4313 SANDNES",2013-08-16,2021-01-21,NaN,NaN,[],2022,SANDNES,nan
911993503,HOUSE OF YARN AS,Aksjeselskap,1995-03-12,33,"Luramyrveien 59, 4313 SANDNES",1937-06-28,2015-11-02,NaN,NaN,[],2022,SANDNES,nan
928042545,HOVE PLANTESALG AS,Aksjeselskap,2021-11-02,16,"Hoveveien 104, 4306 SANDNES",2021-10-06,2022-11-21,NaN,NaN,[],2022,SANDNES,nan
977461553,HOVE WEST AS,Aksjeselskap,1997-04-18,52,"Auglendsdalen 79, 4017 STAVANGER",1997-02-03,2015-10-13,NaN,NaN,[],2022,STAVANGER,nan
918431276,HTH KJØKKEN STAVANGER AS,Aksjeselskap,2017-01-23,13,"Lagårdsveien 65, 4010 STAVANGER",2017-01-10,2019-12-09,NaN,NaN,[],2022,STAVANGER,nan
927181371,HUB AS,Aksjeselskap,2021-06-01,19,"Vågsgata 33, 4306 SANDNES",2021-05-10,2021-05-10,NaN,NaN,[],2022,SANDNES,nan
931528386,HUBIFY AS,Aksjeselskap,2023-06-07,10,"Grenseveien 21, 4313 SANDNES",2023-04-21,2023-04-21,NaN,NaN,[],,SANDNES,nan
916499604,HUNDVÅG LEGESENTER AS,Aksjeselskap,2016-01-04,11,"Hundvågveien 41, 4085 HUNDVÅG",2015-11-25,2015-11-25,NaN,NaN,[],2022,STAVANGER,nan
920166105,HUNDVÅG RØR OG BYGG AS,Aksjeselskap,2018-01-18,18,"Ormøyveien 34, 4085 HUNDVÅG",2017-11-29,2019-05-12,NaN,NaN,[],2021,STAVANGER,nan
917896216,HUSET I KLEIVÅ AS,Aksjeselskap,2016-10-18,30,"Olavskleivå 26, 4005 STAVANGER",2016-10-03,2016-10-03,NaN,NaN,[],2022,STAVANGER,nan
971495006,HUSKESTUA BARNEHAGE,Forening/lag/innretning,1995-02-20,26,"Eiganesveien 175A, 4009 STAVANGER",1990-08-15,2010-03-16,NaN,NaN,[],,STAVANGER,nan
911912848,HUSMORVIKARENE AS,Aksjeselskap,2013-05-07,10,"Gamle Austråttvei 43, 4326 SANDNES",2013-04-17,2017-11-08,NaN,NaN,[],2022,SANDNES,nan
976285611,HVIDING BEGRAVELSESBYRÅ AS,Aksjeselskap,1996-04-18,23,"Auglendsmyrå 7, 4016 STAVANGER",1996-03-26,2003-06-27,NaN,NaN,[],2022,STAVANGER,nan
859239102,HYDRATECH AS,Aksjeselskap,1995-02-19,12,"Bedriftsveien 15, 4313 SANDNES",1990-11-20,2008-05-06,NaN,NaN,[],2022,SANDNES,nan
929118251,HYTECH ACCESS & INSPECTION AS,Aksjeselskap,2022-04-28,25,"Vestre Svanholmen 24, 4313 SANDNES",2022-03-27,2022-03-27,NaN,NaN,[],2022,SANDNES,nan
882106012,HYTECH NORSE OFFSHORE AS,Aksjeselskap,2000-06-19,39,"Vestre Svanholmen 24, 4313 SANDNES",2000-06-03,2021-11-30,NaN,NaN,[],2022,SANDNES,nan
967626406,HØIE & VATNE AS,Aksjeselskap,1995-02-20,11,"Sandnesveien 187, 4312 SANDNES",1993-05-01,2004-08-06,NaN,NaN,[],2022,SANDNES,nan
980035867,HØIEUELAND AS,Aksjeselskap,1998-08-27,23,"Kvernelandsveien 19, 4323 SANDNES",1998-07-01,2019-12-11,NaN,NaN,[],2022,SANDNES,nan
979691904,HØINES SKILT STEMPEL ETIKETTER AS,Aksjeselskap,1998-04-06,12,"Fabrikkveien 12, 4033 STAVANGER",1998-03-01,2020-09-16,NaN,NaN,[],2022,STAVANGER,nan
912246035,HØYER STADIONPARKEN AS,Aksjeselskap,2013-07-25,18,"Jåttåvågveien 7, 4020 STAVANGER",2013-06-19,2013-09-17,NaN,NaN,[],2022,STAVANGER,nan
980493644,HÅBAFJELL IDRETTSBARNEHAGE SA,Samvirkeforetak,1999-02-15,42,"Håbafjellveien 45, 4325 SANDNES",1996-01-04,2021-04-12,NaN,NaN,[],2022,SANDNES,nan
922042985,HÅBET FUS FRILUFTSBARNEHAGE AS,Aksjeselskap,2019-01-19,16,"Håbafjellveien 39, 4325 SANDNES",2018-10-16,2018-10-16,NaN,NaN,[],2022,SANDNES,nan
971554096,HÅHOLEN BARNEHAGE,Stiftelse,1995-08-09,27,"Kobberveien 113, 4313 SANDNES",1983-09-01,,NaN,NaN,[],2022,SANDNES,nan
893099042,HÅKON DAGLIGVARER AS,Aksjeselskap,2008-09-18,22,"Jelsagata 1, 4012 STAVANGER",2008-09-02,2008-12-02,NaN,NaN,[],2022,STAVANGER,nan
946624373,HÅKULL AS,Aksjeselskap,1995-03-12,35,"Stokkamyrveien 22, 4313 SANDNES",1988-01-08,2016-06-30,NaN,NaN,[],2022,SANDNES,nan
918752900,HÅMSØ PATENTBYRÅ AS,Aksjeselskap,2017-03-23,29,"Forusparken 2, 4031 STAVANGER",2017-02-20,2019-06-21,NaN,NaN,[],2022,STAVANGER,nan
936441114,IDEMIA NORWAY AS,Aksjeselskap,1995-03-12,26,"Godesetdalen 10, 4034 STAVANGER",1973-01-02,2018-03-19,NaN,NaN,[],2022,STAVANGER,nan
871340692,IDRETTSRÅDET STAVANGER,Forening/lag/innretning,1995-02-20,21,"Henrik Ibsens gate 58, 4021 STAVANGER",1969-02-01,,NaN,NaN,[],,STAVANGER,nan
922042977,IGLEMYR FUS BARNEHAGE AS,Aksjeselskap,2019-01-17,25,"Øygardsveien 191, 4325 SANDNES",2018-10-16,2018-10-16,NaN,NaN,[],2022,SANDNES,nan
980838749,IMI TJENSVOLL EIENDOM AS,Aksjeselskap,1999-06-25,13,"Gunnar Warebergs gate 15, 4021 STAVANGER",1999-05-18,2001-12-27,NaN,NaN,[],2022,STAVANGER,nan
971078855,IMI-KIRKEN,Forening/lag/innretning,1995-02-20,39,"Gunnar Warebergs gate 15, 4021 STAVANGER",1876-11-11,,NaN,NaN,[],2022,STAVANGER,nan
913124456,IMPULZ PERSONLIG TRENING AS,Aksjeselskap,2014-01-25,17,"Breivikveien 33, 4014 STAVANGER",2013-12-18,2013-12-18,NaN,NaN,[],2022,STAVANGER,nan
924209682,IN HOUSE EVENT AS,Aksjeselskap,2019-12-16,18,"Solaveien 2, 4307 SANDNES",2019-10-25,2021-11-29,NaN,NaN,[],2022,SANDNES,nan
917950873,INDIA TANDOORI RESTAURANT AS,Aksjeselskap,2016-10-27,26,"Valberggata 14, 4006 STAVANGER",2016-09-30,2016-12-31,NaN,NaN,[],2022,STAVANGER,nan
922707111,INDIAN FASTFOODS AS,Aksjeselskap,2019-05-10,10,"Vågsgata 16A, 4306 SANDNES",2019-04-04,2019-04-04,NaN,NaN,[],2022,SANDNES,nan
948478110,INDUSTRIKRAN NORGE AS,Aksjeselskap,1995-02-19,59,"Brannstasjonsveien 10, 4312 SANDNES",1988-06-26,2022-08-22,NaN,NaN,[],2022,SANDNES,nan
930936294,INDUSTRISALG AS,Aksjeselskap,1995-03-12,15,"Gamleveien 85, 4315 SANDNES",1953-06-27,2005-09-22,NaN,NaN,[],2022,SANDNES,nan
934349210,INGE S ÅRSTAD AS,Aksjeselskap,1995-02-19,24,"Koppholen 4, 4313 SANDNES",1983-11-02,2020-01-07,NaN,NaN,[],2022,SANDNES,nan
918160922,INGENIØRFIRMAET L S SOLLAND AS,Aksjeselskap,1995-02-19,41,"Pedersgata 110, 4014 STAVANGER",1973-04-24,2006-09-22,NaN,NaN,[],2022,STAVANGER,nan
881403722,INLEAD AS,Aksjeselskap,1999-12-29,16,"Luramyrveien 40, 4313 SANDNES",1999-12-09,2017-03-10,NaN,NaN,[],2022,SANDNES,nan
979415117,INNOVA AS,Aksjeselskap,1997-12-03,50,"Jakob Askelands vei 13, 4314 SANDNES",1997-11-15,2023-05-12,NaN,NaN,[],2022,SANDNES,nan
915377289,INNOVATION DOCK EVENT AS,Aksjeselskap,2015-05-13,10,"Bryggerikaien 24, 4014 STAVANGER",2015-04-21,2016-05-12,NaN,NaN,[],2022,STAVANGER,nan
912572412,INSIDE KONG OSCAR STAVANGER AS,Aksjeselskap,2013-10-12,21,"Skagen 27, 4006 STAVANGER",2013-09-09,2015-08-25,NaN,NaN,[],2021,STAVANGER,nan
947437399,INSTEFJORD SERVICES AS,Aksjeselskap,1995-02-19,152,"Bangarvågsgata 12, 4077 HUNDVÅG",1988-05-31,2015-04-08,NaN,NaN,[],2022,STAVANGER,nan
820500482,INTERIØRFAGHUSET T. LUND AS,Aksjeselskap,2018-02-27,156,"Bjødnabeen 16, 4031 STAVANGER",2018-02-01,2018-11-09,NaN,NaN,[],2022,STAVANGER,nan
974247488,INTERKOMMUNALT ARKIV I ROGALAND IKS,Interkommunalt selskap,1995-03-12,13,"Richard Johnsens gate 12, 4021 STAVANGER",2002-05-03,2021-03-10,NaN,NaN,[],2022,STAVANGER,nan
970997954,INTERMOOR AS,Aksjeselskap,1995-02-20,45,"Finnestadgeilen 11, 4029 STAVANGER",1994-06-01,2017-11-27,NaN,NaN,[],2022,STAVANGER,nan
960496671,INTERNATIONAL SCHOOL OF STAVANGER,Stiftelse,1995-02-20,136,"Treskeveien 3, 4043 HAFRSFJORD",1966-12-31,,NaN,NaN,[],2022,STAVANGER,nan
914482348,INTERSTIL AS,Aksjeselskap,2014-11-18,26,"Luramyrveien 71, 4313 SANDNES",2014-11-13,2015-12-23,NaN,NaN,[],2022,SANDNES,nan
980404048,INTERWELL NORWAY AS,Aksjeselskap,1999-01-28,278,"Kvernevik Ring 177, 4048 HAFRSFJORD",1998-12-14,2021-12-21,NaN,NaN,[],2022,STAVANGER,nan
915558410,INTERWELL P&A AS,Aksjeselskap,2015-06-19,14,"Kvernevik Ring 177, 4048 HAFRSFJORD",2015-05-13,2015-12-07,NaN,NaN,[],2022,STAVANGER,nan
918710779,IO DATA AS,Aksjeselskap,2017-03-16,13,"Fabrikkveien 40, 4323 SANDNES",2017-03-01,2017-03-01,NaN,NaN,[],2022,SANDNES,nan
918681752,ISBAR AS,Aksjeselskap,2017-03-09,39,"Kirkegata 32, 4006 STAVANGER",2017-02-03,2017-02-03,NaN,NaN,[],2022,STAVANGER,nan
971340347,ISHOCKEYKLUBBEN STAVANGER,Forening/lag/innretning,1995-02-20,21,"Ishockeyveien 1, 4021 STAVANGER",2000-04-27,2000-04-27,NaN,NaN,[],,STAVANGER,nan
922960119,ITALO AS,Aksjeselskap,2019-06-25,14,"Smedgata 9, 4013 STAVANGER",2019-05-16,2019-05-16,NaN,NaN,[],2022,STAVANGER,nan
871035032,IVAR IKS,Interkommunalt selskap,1995-03-12,294,"Breiflåtveien 16, 4017 STAVANGER",1999-12-01,2015-05-15,NaN,NaN,[],2022,STAVANGER,nan
927371022,IVOLV AS,Aksjeselskap,2021-07-02,12,"Grenseveien 21, 4313 SANDNES",2021-06-14,2021-06-14,NaN,NaN,[],2022,SANDNES,nan
914279283,JAI HIND INDISK RESTAURANT AS,Aksjeselskap,2014-10-09,18,"Sølvberggata 7, 4006 STAVANGER",2014-09-01,2019-10-09,NaN,NaN,[],2022,STAVANGER,nan
915675212,JAI HIND INDISK RESTAURANT TBN AS,Aksjeselskap,2015-07-16,25,"Gamle Stokkavei 1, 4313 SANDNES",2015-06-15,2015-08-26,NaN,NaN,[],2022,SANDNES,nan
914738954,JAKOBS BRØD AS,Aksjeselskap,2015-01-02,13,"Kvitsøygata 30, 4014 STAVANGER",2014-12-15,2014-12-15,NaN,NaN,[],2022,STAVANGER,nan
925573124,JAN ØYVIND PEDERSEN DAGLIGVARE AS,Aksjeselskap,2020-09-02,26,"c/o REMA 1000 DUSAVIK, Dusavikveien 281A, 4029 STAVANGER",2020-08-13,2020-09-08,NaN,NaN,[],2022,STAVANGER,nan
878600592,JANSEN OG WILLUMSEN SERVICES AS,Aksjeselskap,1997-06-04,36,"Strandgata 41, 4307 SANDNES",1997-05-16,2017-07-31,NaN,NaN,[],2022,SANDNES,nan
979713894,JANSSON & LARSEN REGNSKAP AS,Aksjeselskap,1998-03-25,25,"Løkkeveien 14, 4008 STAVANGER",1998-01-02,2023-01-31,NaN,NaN,[],2022,STAVANGER,nan
922723605,JANSSON & LARSEN REGNSKAP SANDNES AS,Aksjeselskap,2019-05-09,15,"Rådhusgata 3, 4306 SANDNES",2019-04-08,2022-12-22,NaN,NaN,[],2022,SANDNES,nan
921425945,JBS INNEKLIMA AS,Aksjeselskap,2018-09-19,16,"Boganesveien 48, 4020 STAVANGER",2018-09-07,2018-09-07,NaN,NaN,[],2022,STAVANGER,nan
947445499,JOHN HAUGVALDSTAD AS,Aksjeselskap,1995-03-12,15,"Tastagaten 45, 4007 STAVANGER",1988-01-02,2005-12-15,NaN,NaN,[],2022,STAVANGER,nan
974988577,JOKERHUS BYGG AS,Aksjeselskap,1995-08-24,13,"Stokkaveien 55, 4024 STAVANGER",1995-08-15,2007-10-15,NaN,NaN,[],2022,STAVANGER,nan
914250757,JONAS H MELING AS,Aksjeselskap,1995-03-12,17,"Heiamyrå 11A, 4031 STAVANGER",1980-05-02,2011-04-15,NaN,NaN,[],2022,STAVANGER,nan
920641679,JORDBÆRPIKENE MADLA AS,Aksjeselskap,2018-03-21,18,"Madlakrossen 7, 4042 HAFRSFJORD",2018-03-14,2018-05-14,NaN,NaN,[],2022,STAVANGER,nan
971428961,JOSEPHINES STIFTELSE,Stiftelse,1995-02-20,43,"Rytterveien 78, 4046 HAFRSFJORD",1834-06-10,,NaN,NaN,[],2022,STAVANGER,nan
928993671,JUDABERG AS,Aksjeselskap,2022-03-26,13,"Rygjabøvegen 18, 4160 FINNØY",2022-03-08,2022-03-08,NaN,NaN,[],2022,STAVANGER,nan
919951834,JUSTIFY AS,Aksjeselskap,2017-11-23,13,"Bryggerikaien 24, 4014 STAVANGER",2017-11-13,2023-01-10,NaN,NaN,[],2022,STAVANGER,nan
970920706,JÆREN FRILUFTSRÅD KOMMUNALT OPPGAVEFELLESSKAP,Annen juridisk person,1995-02-20,29,"Nikkelveien 4, 4313 SANDNES",1987-11-24,,NaN,NaN,[],,SANDNES,nan
913059867,JÆREN KULDE AS,Aksjeselskap,2014-01-21,14,"Kvernelandsveien 126, 4323 SANDNES",2014-01-06,2019-04-05,NaN,NaN,[],2022,SANDNES,nan
914753414,JÆRVEIEN TRAFIKKSENTER AS,Aksjeselskap,2015-01-06,12,"Jærveien 136, 4321 SANDNES",2014-12-15,2022-10-28,NaN,NaN,[],2022,SANDNES,nan
881430142,JØRGEN WØLSTAD,Enkeltpersonforetak,2000-01-10,29,"Øygardsveien 35, 4047 HAFRSFJORD",,,NaN,NaN,[],,STAVANGER,nan
910608193,KAEFER ENERGY AS,Aksjeselskap,1995-03-12,1581,"Geitaberget 17, 4031 STAVANGER",1977-08-31,2021-08-19,NaN,NaN,[],2022,STAVANGER,nan
926889087,KAFFEHUSET AS,Aksjeselskap,1995-03-12,12,"Østervåg 14, 4006 STAVANGER",1971-04-01,2003-11-18,NaN,NaN,[],2022,STAVANGER,nan
820408152,KAFFELADE STAVANGER AS,Aksjeselskap,2018-02-08,12,"Kirkegata 35, 4006 STAVANGER",2018-01-22,2021-10-27,NaN,NaN,[],2022,STAVANGER,nan
916133367,KAI HANSEN PROFILERING AS,Aksjeselskap,2015-10-27,24,"Kontorveien 12, 4033 STAVANGER",2015-10-15,2015-10-27,NaN,NaN,[],2022,STAVANGER,nan
940036437,KAI HANSEN TRYKKERI AS,Aksjeselskap,1995-03-12,58,"Kontorveien 12, 4033 STAVANGER",1986-05-30,2005-12-15,NaN,NaN,[],2022,STAVANGER,nan
916725280,KAMSTÅL AS,Aksjeselskap,2016-02-29,29,"Strandgata 151, 4307 SANDNES",2016-01-20,2020-12-01,NaN,NaN,[],2022,SANDNES,nan
914949149,KAPH ENTREPRENØR AS,Aksjeselskap,2015-02-10,168,"Maskinveien 28, 4033 STAVANGER",2015-01-29,2016-12-23,NaN,NaN,[],2022,STAVANGER,nan
921962223,KARAMBA AS,Aksjeselskap,2018-12-19,23,"Luramyrveien 59, 4313 SANDNES",2018-11-26,2018-11-26,NaN,NaN,[],2022,SANDNES,nan
871339902,KARISMAKIRKEN,Forening/lag/innretning,1995-02-20,11,"Adjunkt Hauglands gate 52, 4022 STAVANGER",1916-12-31,,NaN,NaN,[],2022,STAVANGER,nan
928900673,KAROLINE GRYTE AS,Aksjeselskap,2022-03-09,19,"REMA 1000 BJERGSTED, Sverdrups gate 1, 4007 STAVANGER",2022-02-22,2022-02-22,NaN,NaN,[],2022,STAVANGER,nan
917859655,KEBANA AS,Aksjeselskap,2016-11-01,15,"Madlaveien 7, 4008 STAVANGER",2016-09-01,2021-06-09,NaN,NaN,[],2022,STAVANGER,nan
970113533,KFUK-KFUM STAVANGER,Forening/lag/innretning,1995-02-20,32,"Ytre Eiganesveien 21, 4022 STAVANGER",1868-12-31,,NaN,NaN,[],,STAVANGER,nan
823567952,KIDS OG KAFFE AS,Aksjeselskap,2019-10-08,13,"Gartnerveien 15, 4016 STAVANGER",2019-09-17,2022-12-30,NaN,NaN,[],2022,STAVANGER,nan
976711556,KITCHN BUTIKKDRIFT AS,Aksjeselskap,1996-09-05,1018,"Haakon 7's gate 8, 4306 SANDNES",1996-08-25,2016-04-25,NaN,NaN,[],2022,SANDNES,nan
947214489,KJELL HAVER REGNSKAPSSERVICE AS,Aksjeselskap,1995-02-19,36,"Welhavens vei 5, 4319 SANDNES",1988-03-16,2020-02-06,NaN,NaN,[],2022,SANDNES,nan
945779233,KJELLEREN A/S,Aksjeselskap,1995-02-19,40,"Skagen 21, 4006 STAVANGER",1988-01-05,1997-06-24,NaN,NaN,[],2021,STAVANGER,nan
912647722,KJERAG CAFE & RESTAURANT AS,Aksjeselskap,2013-10-29,13,", 4127 LYSEBOTN",2013-08-31,2013-08-31,NaN,NaN,[],2022,SANDNES,nan
912124665,KJERAG LYSEBOTN CAMPING RESORT AS,Aksjeselskap,2013-06-26,17,", 4127 LYSEBOTN",2013-04-08,2013-04-08,NaN,NaN,[],2022,SANDNES,nan
920504477,KJETIL GRYTE AS,Aksjeselskap,2018-03-01,28,"Smietunet 84, 4027 STAVANGER",2018-02-01,2018-02-01,NaN,NaN,[],2022,STAVANGER,nan
918633073,KJETIL KLUNGTVEIT AS,Aksjeselskap,2017-03-07,13,"Elvegata 11, 4306 SANDNES",2017-01-20,2017-01-20,NaN,NaN,[],2022,SANDNES,nan
820431472,KJOSAVIK BUSS,Enkeltpersonforetak,2018-02-13,15,"Kjosavikveien 55, 4308 SANDNES",,,NaN,NaN,[],,SANDNES,nan
922324204,KLART VANN AS,Aksjeselskap,2019-03-04,13,"Nikkelveien 10, 4313 SANDNES",2019-02-01,2019-11-01,NaN,NaN,[],2022,SANDNES,nan
926488791,KLINGSHEIM HOGST & HAGE AS,Aksjeselskap,2021-01-29,18,"Heigreveien 372, 4312 SANDNES",2021-01-04,2021-09-23,NaN,NaN,[],2022,SANDNES,nan
914312906,KLIPPEN FORSIKRING AS,Aksjeselskap,2014-10-17,24,"Koppholen 19, 4313 SANDNES",2014-09-24,2023-10-24,NaN,NaN,[],2022,SANDNES,nan
976260090,KLIPPEN LYDSYSTEMER AS,Aksjeselskap,1996-04-09,77,"Kvålkroken 38, 4323 SANDNES",1995-12-14,2015-03-23,NaN,NaN,[],2022,SANDNES,nan
913460200,KNOKS BILDELER AS,Aksjeselskap,1995-02-19,25,"Luramyrveien 39, 4313 SANDNES",1977-01-07,2023-10-10,NaN,NaN,[],2022,SANDNES,nan
940396921,KOCH AS,Aksjeselskap,1995-02-19,19,"Kirkegata 23, 4006 STAVANGER",1985-09-02,2000-05-09,NaN,NaN,[],2022,STAVANGER,nan
927229609,KOHORT LOCAL AS,Aksjeselskap,2021-06-09,21,"Boganeshagen 14, 4032 STAVANGER",2021-04-04,2021-09-29,NaN,NaN,[],2022,STAVANGER,nan
914234018,KOKKO KAFFEBAR AS,Aksjeselskap,2014-09-30,11,"Østervåg 43, 4006 STAVANGER",2014-09-05,2014-09-05,NaN,NaN,[],2022,STAVANGER,nan
927410192,KOKO NORGE AS,Aksjeselskap,2021-07-13,20,"Haugesundsgata 7C, 4014 STAVANGER",2021-06-02,2023-03-08,NaN,NaN,[],2022,STAVANGER,nan
914749360,KOLUMBUS AS,Aksjeselskap,2015-01-06,78,"Jernbaneveien 9, 4005 STAVANGER",2014-12-05,2023-06-27,NaN,NaN,[],2022,STAVANGER,nan
920426131,KOMPLETT BOLIG ROGALAND AS,Aksjeselskap,2018-02-27,15,"Gamle Forusveien 1, 4031 STAVANGER",2018-01-09,2018-01-09,NaN,NaN,[],2022,STAVANGER,nan
935912288,KONGSGATEN CONSULT AS,Aksjeselskap,1995-02-19,31,"Nedre Strandgate 15A, 4005 STAVANGER",1984-01-01,2021-04-26,NaN,NaN,[],2022,STAVANGER,nan
915553524,KORT & GODT FOSSHAGEN AS,Aksjeselskap,2015-06-18,11,"Forusbeen 248, 4312 SANDNES",2015-06-01,2015-06-01,NaN,NaN,[],2022,SANDNES,nan
913332083,KOZERIET AS,Aksjeselskap,2014-03-28,21,"Øvre Holmegate 29, 4006 STAVANGER",2014-02-14,2017-09-26,NaN,NaN,[],2022,STAVANGER,nan
918315446,KRAFT BANK ASA,Allmennaksjeselskap,2017-01-04,45,"Trim Towers 3. etg., Larsamyrå 18, 4313 SANDNES",2016-12-15,2019-03-07,NaN,NaN,[],2022,SANDNES,nan
917362815,KRAFTFULLT AS,Aksjeselskap,2016-07-07,21,"Kvellurveien 23, 4319 SANDNES",2016-05-06,2018-03-20,NaN,NaN,[],2022,SANDNES,nan
917835527,KRANGLEFANTEN AS,Aksjeselskap,2016-10-06,26,"Kvalebergveien 21, 4016 STAVANGER",2016-09-06,2016-09-06,NaN,NaN,[],2022,STAVANGER,nan
935980860,KREAKTIV SANDNES AS,Aksjeselskap,1995-03-12,20,"Kvadrat, Gamle Stokkavei 1, 4313 SANDNES",1984-12-15,2017-10-25,NaN,NaN,[],2022,SANDNES,nan
929575598,KREATIV BARNEHAGE BOGAFJELL AS,Aksjeselskap,2022-07-30,48,"Buggelandsbakken 209, 4324 SANDNES",2022-07-01,2023-10-27,NaN,NaN,[],2022,SANDNES,nan
