orgnr,role,company_name,company_orgnr,last_changed
914077117,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-04-03
914077117,Regnskapsfører,KAPITAL REGNSKAP AS,911842912,2020-10-14
968454382,Revisor,RSM NORGE AS,982316588,2019-08-30
968454382,Regnskapsfører,NORGESGRUPPEN REGNSKAP AS,883743512,2023-02-06
968454382,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2023-02-06
912442993,Revisor,JÆRREVISJON AS,988432539,2014-12-09
912442993,Regnskapsfører,LIGO REGNSKAP AS,892122652,2013-09-23
912166546,Revisor,RSM NORGE AS,982316588,2019-06-22
938354286,Revisor,DELOITTE AS,980211282,2011-11-07
929886488,Revisor,RSM NORGE AS,982316588,2018-07-04
958427700,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-20
925530174,Revisor,JÆRREVISJON AS,988432539,2022-08-09
925530174,Regnskapsfører,BRYNE REGNSKAP AS,914092744,2020-08-25
923532218,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2021-11-25
928268764,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2022-02-10
827102822,Revisor,STAVANGER REVISJON AS,985182736,2022-01-07
932935074,Revisor,AVEN REVISJON AS,992121696,2009-12-07
932935074,Regnskapsfører,ØKO REGNSKAP AS,928040747,2022-12-13
928633241,Revisor,FRYD REVISJON AS,919314443,2023-08-19
928633241,Regnskapsfører,PROPLAN REGNSKAP AS,896896482,2022-02-23
924952393,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2020-07-06
924952393,Regnskapsfører,ADDVANT STAVANGER AS,926956027,2022-08-17
957382800,Revisor,STAVANGER REVISJON AS,985182736,2008-12-02
957382800,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2021-12-21
979889402,Revisor,KPMG AS,935174627,2017-11-01
980937631,Revisor,DELOITTE AS,980211282,2018-04-10
980937631,Regnskapsfører,AZETS INSIGHT AS,983338917,2004-03-29
974423774,Revisor,REVISJON 1 AS,988623512,2007-01-02
974423774,Regnskapsfører,TRIANGLE REGNSKAP AS,965687386,2023-10-24
890391222,Revisor,RSM NORGE AS,982316588,2018-07-04
890391222,Regnskapsfører,SAGA REGNSKAP OG ØKONOMI AS,981440838,2017-02-07
924303824,Regnskapsfører,PRO-SJEKT REGNSKAP AS,983898033,2019-12-20
946204315,Revisor,ABACUS REVISJON AS,913094751,2014-03-17
927034425,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2021-06-10
927034425,Regnskapsfører,AIDER AS,922633452,2023-12-16
929788354,Regnskapsfører,DIN REGNSKAPSFØRER OSLO AS,930088129,2023-01-02
919212179,Revisor,REVISJON VEST AS,982519411,2020-07-06
919212179,Regnskapsfører,AIDER AS,922633452,2023-12-16
927452448,Revisor,REVISJON VEST AS,982519411,2021-07-22
927452448,Regnskapsfører,AIDER AS,922633452,2023-12-16
926060147,Revisor,REVISJON VEST AS,982519411,2021-08-04
926060147,Regnskapsfører,AIDER AS,922633452,2023-12-16
927452375,Revisor,REVISJON VEST AS,982519411,2021-07-22
927452375,Regnskapsfører,AIDER AS,922633452,2023-12-16
912071529,Revisor,BDO AS,993606650,2017-10-10
912071529,Regnskapsfører,KJEDEREGNSKAP OG RÅDGIVNING AS,999221394,2013-06-13
829512262,Revisor,CREDO REVISJON AS,996105709,2022-07-26
829512262,Regnskapsfører,GERHARD & SØNN AS,913107209,2022-07-26
822715982,Revisor,CREDO REVISJON AS,996105709,2019-05-07
822715982,Regnskapsfører,GERHARD & SØNN AS,913107209,2021-12-07
825677062,Revisor,ALMA REVISJON AS,924973544,2022-03-11
825677062,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2023-01-25
920328245,Revisor,REVISJON VEST AS,982519411,2018-01-30
871340412,Revisor,ROGALAND REVISJON IKS,887052832,2007-06-18
871340412,Regnskapsfører,ROTT REGNSKAP OG RÅDGIVNING AS,984313667,2021-07-21
883774442,Revisor,RSM NORGE AS,982316588,2018-07-04
883774442,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2006-04-10
979748701,Revisor,BRYNE REVISJON AS,884880432,2023-12-19
979748701,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2018-05-29
973194631,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-02-27
973194631,Regnskapsfører,SANDNES REGNSKAP AS,980126625,2020-01-23
923609016,Revisor,ERNST & YOUNG AS,976389387,2019-07-12
912699706,Regnskapsfører,MDE SIGMA AS,923574654,2023-04-03
912699706,Regnskapsfører,KALLESTEN REVISJON OG REGNSKAP AS,951499072,2023-04-03
980024679,Revisor,REVISJON 1 AS,988623512,2012-11-17
915576281,Revisor,ERNST & YOUNG AS,976389387,2016-11-19
915576281,Regnskapsfører,REMA 1000 NORGE AS,982254604,2015-07-07
821754852,Revisor,KPMG AS,935174627,2014-10-06
937657293,Revisor,KPMG AS,935174627,2014-09-10
928004090,Revisor,RSM NORGE AS,982316588,2023-11-22
928004090,Regnskapsfører,AZETS INSIGHT AS,983338917,2023-03-15
919263164,Revisor,KALLESTEN REVISJON OG REGNSKAP AS,951499072,2020-11-09
919263164,Regnskapsfører,NOVUM ØKONOMI AS,892341052,2020-09-02
919263164,Regnskapsfører,KJELL HAVER REGNSKAPSSERVICE AS,947214489,2020-09-02
898623572,Revisor,RSM NORGE AS,982316588,2023-03-22
898623572,Regnskapsfører,LINFRO REGNSKAP AS,976487494,2012-08-27
919160349,Revisor,REVISJON VEST AS,982519411,2017-08-18
916155158,Revisor,REVISJON VEST AS,982519411,2023-09-20
913315642,Revisor,STAVANGER REVISJON AS,985182736,2017-08-23
917552193,Revisor,RSM NORGE AS,982316588,2018-07-04
917552193,Regnskapsfører,BRAINIACS AS,921966490,2023-08-15
968869523,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-20
922329419,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2019-03-04
914133335,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2014-09-11
920775543,Revisor,DELOITTE AS,980211282,2020-09-17
929161416,Revisor,RSM NORGE AS,982316588,2023-03-30
929161416,Regnskapsfører,ADDVANT STAVANGER AS,926956027,2022-06-15
917070733,Revisor,AAUDIT AS,927653508,2021-11-08
917070733,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2019-01-29
926868470,Revisor,RSM NORGE AS,982316588,2021-03-25
926868470,Regnskapsfører,AIDER AS,922633452,2023-12-16
879919452,Revisor,RSM NORGE AS,982316588,2018-07-04
879919452,Regnskapsfører,MDE SIGMA AS,923574654,2021-01-20
971235667,Revisor,STAVANGER REVISJON AS,985182736,2007-03-03
971235667,Regnskapsfører,VIEW LEDGER AS,987260335,2024-01-12
971235667,Regnskapsfører,ECIT BUSINESS PARTNER AS,987605073,2024-01-12
930730580,Revisor,STAVANGER REVISJON AS,985182736,2023-01-30
930730580,Regnskapsfører,VIEW LEDGER AS,987260335,2023-12-05
930730580,Regnskapsfører,ECIT BUSINESS PARTNER AS,987605073,2023-12-05
917750890,Revisor,DELOITTE AS,980211282,2016-09-20
917750890,Regnskapsfører,SKAGEN EIENDOMSFORVALTNING AS,912672778,2016-09-20
960469089,Revisor,FORUS REVISJON AS,986352945,2017-11-15
960469089,Regnskapsfører,VIEW LEDGER AS,987260335,2020-11-12
843424252,Revisor,KPMG AS,935174627,2004-06-23
843424252,Regnskapsfører,SUMMARUM AS,912444538,2016-09-13
913251342,Revisor,DELOITTE AS,980211282,2006-10-04
915442552,Revisor,DELOITTE AS,980211282,2021-07-27
920328180,Revisor,REVISJON VEST AS,982519411,2018-01-29
931573926,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2023-06-13
911623986,Revisor,ERGA REVISJON AS,980024679,2001-05-22
965831347,Revisor,BDO AS,993606650,2012-02-15
965831347,Regnskapsfører,LEIF KIELSEN REGNSKAPSKONTOR,948390663,2010-08-23
913592751,Revisor,REVISJON RYFYLKE AS,983549896,2015-10-24
913592751,Regnskapsfører,RYGR ØKONOMI AS,976899709,2022-12-14
975945316,Revisor,REVISJON RYFYLKE AS,983549896,2001-10-11
975945316,Regnskapsfører,RYGR ØKONOMI AS,976899709,2023-05-22
927608413,Revisor,KPMG AS,935174627,2021-08-31
980334171,Revisor,"STATSAUTORISERT REVISOR KENNETH', 'SENLAND",995982226,2012-09-25
931855379,Regnskapsfører,JÆRØK DA,986397167,2023-08-09
924357983,Regnskapsfører,NUMBERS AS,919948329,2020-05-12
974361299,Revisor,BDO AS,993606650,2010-01-05
913565983,Revisor,DELOITTE AS,980211282,2016-02-01
913565983,Regnskapsfører,NORGESGRUPPEN REGNSKAP AS,883743512,2015-06-08
926142380,Deltakere,STAVANGER KOMMUNE,964965226,2020-12-23
926142380,Deltakere,SANDNES KOMMUNE,964965137,2020-12-23
926142380,Deltakere,SOLA KOMMUNE,948243113,2020-12-23
926142380,Deltakere,RANDABERG KOMMUNE,934945514,2020-12-23
926142380,Revisor,ROGALAND REVISJON IKS,887052832,2020-12-23
913938046,Revisor,REVISJON VEST AS,982519411,2020-12-04
913938046,Regnskapsfører,PRE SOLUTIONS AS,829002132,2023-12-19
913938046,Regnskapsfører,NUMBERS AS,919948329,2023-12-19
811900052,Revisor,BDO AS,993606650,2022-06-10
811900052,Regnskapsfører,LIGO REGNSKAP AS,892122652,2013-05-07
915744141,Revisor,FRYD REVISJON AS,919314443,2019-10-03
915744141,Regnskapsfører,AIDER AS,922633452,2023-12-16
927430525,Regnskapsfører,AIDER AS,922633452,2023-12-16
917589917,Revisor,DELOITTE AS,980211282,2019-09-27
917459355,Revisor,FORUS REVISJON AS,986352945,2022-01-03
917459355,Regnskapsfører,BDO AS,993606650,2021-01-07
937435355,Revisor,REVISJON VEST AS,982519411,2023-01-06
937435355,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2018-12-11
917990573,Revisor,KALLESTEN REVISJON OG REGNSKAP AS,951499072,2018-09-05
917990573,Regnskapsfører,ROTT REGNSKAP OG RÅDGIVNING AS,984313667,2020-06-09
877563812,Revisor,BDO AS,993606650,2019-06-04
877563812,Regnskapsfører,AZETS INSIGHT AS,983338917,2018-06-05
970444254,Revisor,REVISJON RYFYLKE AS,983549896,2021-10-04
970444254,Regnskapsfører,"ASBJØRNSEN REGNSKAP OG', 'RÅDGIVNING AS",924472006,2023-09-21
923250298,Revisor,REVISJONSFIRMAET ÅSVANG & CO AS,987679026,2019-08-26
923250298,Regnskapsfører,REGNSKAPSHUSET AS,971644907,2023-09-05
914221110,Revisor,ORSTAD REVISJON AS,913957407,2016-11-07
914221110,Regnskapsfører,ADDVANT STAVANGER AS,926956027,2023-11-27
972421480,Revisor,DELOITTE AS,980211282,2022-07-16
971338407,Regnskapsfører,AABREKK REGNSKAP AS,943611521,2007-06-26
927577453,Revisor,ERNST & YOUNG AS,976389387,2021-08-24
927577453,Regnskapsfører,REMA 1000 NORGE AS,982254604,2021-08-24
919763914,Revisor,DELOITTE AS,980211282,2018-09-18
919763981,Revisor,DELOITTE AS,980211282,2018-09-08
886387962,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2020-11-27
886387962,Regnskapsfører,AZETS INSIGHT AS,983338917,2022-12-21
917758727,Revisor,AAUDIT AS,927653508,2022-02-08
917758727,Regnskapsfører,AIDER AS,922633452,2023-12-16
925702498,Revisor,BDO AS,993606650,2020-11-23
925702498,Regnskapsfører,VIEW LEDGER AS,987260335,2020-11-25
913777948,Revisor,AAUDIT AS,927653508,2023-11-02
913777948,Regnskapsfører,ARDAN AS,829262142,2023-01-12
925710482,Revisor,BDO AS,993606650,2021-07-23
925710482,Regnskapsfører,LIGO REGNSKAP AS,892122652,2020-09-28
976030753,Revisor,KPMG AS,935174627,2005-01-29
976030753,Regnskapsfører,PBL REGNSKAP AS,988954691,2023-08-31
918408975,Regnskapsfører,OVAL REGNSKAP AS,915475493,2017-01-20
923778268,Revisor,DELOITTE AS,980211282,2022-09-06
923778268,Regnskapsfører,JÆREN REGNSKAP AS,975966992,2019-11-06
930093599,Regnskapsfører,KAPITAL REGNSKAP AS,911842912,2022-12-08
979890087,Revisor,LIIT AS,931900420,2023-11-08
979890087,Regnskapsfører,LIGO REGNSKAP AS,892122652,2014-09-08
937817983,Revisor,FORUS REVISJON AS,986352945,2015-10-29
968561715,Revisor,BRYNE REVISJON AS,884880432,2008-10-25
968561715,Regnskapsfører,AZETS INSIGHT AS,983338917,2018-07-04
971337370,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2022-10-26
975713539,Revisor,CREDO REVISJON AS,996105709,2015-03-05
975713539,Regnskapsfører,FORTE REGNSKAP AS,975378012,2023-12-18
971436115,Revisor,"STATSAUTORISERT REVISOR KENNETH', 'SENLAND",995982226,2018-02-19
971436115,Regnskapsfører,AABREKK REGNSKAP AS,943611521,2004-01-31
977024420,Revisor,REVISJON VEST AS,982519411,2023-10-27
977024420,Regnskapsfører,LURA REGNSKAP AS,921761244,2019-03-14
979458355,Revisor,REVISJON RYFYLKE AS,983549896,2001-10-11
979458355,Regnskapsfører,SVAL REGNSKAP AS,995955768,2016-08-09
975780023,Revisor,KPMG AS,935174627,2003-10-06
975780023,Regnskapsfører,INFOREGN AS,936354890,2006-08-23
911712148,Revisor,RSM NORGE AS,982316588,2021-12-02
911712148,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2022-06-18
934923928,Revisor,CENTER REVISJON AS,916788517,2022-11-03
965776575,Revisor,BRYNE REVISJON AS,884880432,2016-11-09
911978865,Revisor,REVISORGRUPPEN  AGDER AS,984073275,2016-11-03
911978865,Regnskapsfører,MEMO REGNSKAP AS,919343869,2017-09-14
923206795,Regnskapsfører,FINADVICE REGNSKAP OG RÅDGIVNING AS,913750918,2020-08-07
919664886,Revisor,AAUDIT AS,927653508,2023-06-28
919664886,Regnskapsfører,RELEVANT REGNSKAP AS,919828129,2020-09-15
827264032,Regnskapsfører,NUMBERS AS,919948329,2021-11-09
913901800,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2014-07-16
921956592,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2018-12-19
926121820,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2020-12-07
921956533,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2018-12-19
968429655,Revisor,FORUS REVISJON AS,986352945,2021-12-01
968429655,Regnskapsfører,"JANSSON & LARSEN REGNSKAP SANDNES', 'AS",922723605,2021-04-13
919644036,Revisor,CAPAX AS,992121777,2019-04-29
919644036,Regnskapsfører,TOTAL ØKONOMISTYRING SANDNES AS,927591464,2022-05-05
920336434,Revisor,AAUDIT AS,927653508,2022-01-17
920336434,Regnskapsfører,RESPIRARE ACCOUNTING STAVANGER AS,930047198,2024-01-22
927177129,Regnskapsfører,RESPIRARE ACCOUNTING STAVANGER AS,930047198,2024-01-22
927177129,Regnskapsfører,PSO REGNSKAP AS,986963693,2024-01-22
928507181,Regnskapsfører,KJEDEREGNSKAP OG RÅDGIVNING AS,999221394,2022-02-07
959409854,Revisor,STAVANGER REVISJON AS,985182736,2004-02-07
959409854,Regnskapsfører,TRIANGLE REGNSKAP AS,965687386,2016-09-09
829283352,Revisor,DELOITTE AS,980211282,2023-07-04
930702293,Regnskapsfører,ADMINISTRA REGNSKAP AS,925294977,2023-01-24
922188297,Revisor,IDSØ & RAVNÅS REVISJON AS,989048732,2022-09-06
981173562,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-03-20
981173562,Regnskapsfører,ROGALAND TAXI AS,966167599,2015-12-16
936130364,Revisor,ABACUS REVISJON AS,913094751,2014-02-27
914524717,Regnskapsfører,MN ØKONOMI OG REGNSKAP AS,920244475,2018-03-08
923391568,Revisor,DELOITTE AS,980211282,2020-10-21
818792212,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-12
818792212,Regnskapsfører,KJELL HAVER REGNSKAPSSERVICE AS,947214489,2015-01-13
967866210,Revisor,CREDO REVISJON AS,996105709,2011-01-13
967866210,Regnskapsfører,VOLD REGNSKAP AS,888978062,2022-10-06
967866210,Regnskapsfører,NUMBERS AS,919948329,2022-10-06
917705631,Revisor,BDO AS,993606650,2016-09-12
917705631,Regnskapsfører,AZETS INSIGHT AS,983338917,2023-12-21
927679523,Revisor,DELOITTE AS,980211282,2003-12-20
927679523,Regnskapsfører,INFOREGN AS,936354890,2017-02-06
916774680,Revisor,RSM NORGE AS,982316588,2018-07-04
916774680,Regnskapsfører,BRAINIACS AS,921966490,2022-10-06
976078934,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-20
976078934,Regnskapsfører,LIGO REGNSKAP AS,892122652,2011-09-01
820288912,Regnskapsfører,ECIT BUSINESS PARTNER AS,987605073,2018-01-23
890534562,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-03-01
890534562,Regnskapsfører,JAKOBSEN REGNSKAP ARS. DA,914830613,2015-11-26
931961918,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-09-01
931961918,Regnskapsfører,JAKOBSEN REGNSKAP ARS. DA,914830613,2023-10-04
976276434,Regnskapsfører,VOLD REGNSKAP AS,888978062,2023-04-20
929038312,Revisor,ERNST & YOUNG AS,976389387,2022-04-06
929038312,Regnskapsfører,REMA 1000 NORGE AS,982254604,2022-04-06
914815444,Revisor,BRYNE REVISJON AS,884880432,2015-01-16
914815444,Regnskapsfører,JÆREN REKNESKAPSLAG SA,971557397,2015-01-16
913265181,Revisor,BDO AS,993606650,2016-02-01
913265181,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2020-12-09
861045412,Revisor,REVISJON RYFYLKE AS,983549896,2017-04-27
861045412,Regnskapsfører,PBL REGNSKAP AS,988954691,2023-08-25
877391132,Revisor,RSM NORGE AS,982316588,2018-07-04
877391132,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2011-12-21
926697161,Regnskapsfører,PRE SOLUTIONS AS,829002132,2023-05-25
926697161,Regnskapsfører,ADMINISTRA REGNSKAP AS,925294977,2023-05-25
926885766,Revisor,DELOITTE AS,980211282,2021-03-30
926885766,Regnskapsfører,NORGESGRUPPEN REGNSKAP AS,883743512,2021-03-30
817252532,Revisor,ERGA REVISJON AS,980024679,2022-11-22
917350418,Revisor,RSM NORGE AS,982316588,2018-07-04
914851130,Revisor,AAUDIT AS,927653508,2023-06-28
914851130,Regnskapsfører,ANKER REGNSKAP AS,994257404,2023-06-28
924040459,Revisor,DELOITTE AS,980211282,2019-12-09
924040459,Regnskapsfører,TB ØKONOMI AS,988368156,2019-12-09
937665393,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-12
918414304,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2020-07-07
918414304,Regnskapsfører,"ERNST & YOUNG COMPLIANCE SERVICES', 'AS",946823465,2024-01-19
919309814,Regnskapsfører,REGNSKAPET AS,912074323,2017-08-07
918633049,Revisor,ERNST & YOUNG AS,976389387,2017-03-07
918633049,Regnskapsfører,REMA 1000 NORGE AS,982254604,2017-03-07
815847822,Revisor,RSM NORGE AS,982316588,2022-05-16
815847822,Regnskapsfører,POWERCOUNTING AS,926535056,2022-05-16
965652442,Revisor,STAVANGER REVISJON AS,985182736,2015-01-05
965652442,Regnskapsfører,PROPLAN REGNSKAP AS,896896482,2018-09-28
925532452,Revisor,IMO ØKONOMIPARTNER AS,926376691,2022-06-20
925532452,Regnskapsfører,AIDER AS,922633452,2023-12-16
929235606,Regnskapsfører,NUMBERS AS,919948329,2022-05-20
916773234,Revisor,ERNST & YOUNG AS,976389387,2016-02-23
916773234,Regnskapsfører,ELVEGRUPPEN REGNSKAP AS,931124099,2023-08-18
816285712,Revisor,KPMG AS,935174627,2018-11-06
876785722,Revisor,KPMG AS,935174627,2018-11-06
876785722,Regnskapsfører,NHC SERVICES AS,917367876,2022-03-02
916285736,Revisor,KPMG AS,935174627,2018-11-06
916285736,Regnskapsfører,NHC SERVICES AS,917367876,2022-03-02
922393583,Revisor,REVISJON RYFYLKE AS,983549896,2019-03-14
922393583,Regnskapsfører,ACCOUNT GROUP AS,926732072,2023-12-06
922393583,Regnskapsfører,RYGR ØKONOMI AS,976899709,2023-12-06
812665782,Revisor,BDO AS,993606650,2021-09-03
812665782,Regnskapsfører,STADION REGNSKAP AS,911723328,2021-02-18
812665782,Regnskapsfører,SPORT HOLDING REGNSKAP AS,981951840,2021-02-18
971428708,Revisor,FORUS REVISJON AS,986352945,2022-04-20
930153842,Revisor,REVISJON RYFYLKE AS,983549896,2023-01-17
828446142,Revisor,REVISJON RYFYLKE AS,983549896,2021-12-28
952304194,Revisor,IDSØ & RAVNÅS REVISJON AS,989048732,2006-04-06
952304194,Regnskapsfører,JÆREN REGNSKAP AS,975966992,2001-07-10
928960188,Revisor,DELOITTE AS,980211282,1998-12-09
963785607,Revisor,RSM NORGE AS,982316588,2018-07-04
963785607,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2016-04-27
919664762,Revisor,LIIT AS,931900420,2023-11-09
919664762,Regnskapsfører,LIGO REGNSKAP AS,892122652,2017-10-06
922673349,Revisor,REVISORKOLLEGIET AS,987593636,2023-10-25
922673349,Regnskapsfører,AIDER AS,922633452,2023-12-16
920852963,Revisor,AAUDIT AS,927653508,2022-01-14
920852963,Regnskapsfører,ANKER REGNSKAP AS,994257404,2018-05-15
916689144,Revisor,CREDO REVISJON AS,996105709,2022-02-14
916689144,Regnskapsfører,HOLENS ACCURATUS,987083808,2016-02-05
912971457,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-03-08
918319050,Revisor,BDO AS,993606650,2018-03-13
918319050,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2018-03-22
912160300,Regnskapsfører,KALLESTEN REVISJON OG REGNSKAP AS,951499072,2013-07-01
923377476,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2020-03-31
923377476,Regnskapsfører,AZETS INSIGHT AS,983338917,2021-10-11
960966694,Revisor,BRYNE REVISJON AS,884880432,2008-02-05
960966694,Regnskapsfører,AZETS INSIGHT AS,983338917,2018-07-04
912385035,Revisor,DELOITTE AS,980211282,2016-12-01
911993503,Revisor,RSM NORGE AS,982316588,2018-07-04
911993503,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2015-03-07
928042545,Revisor,REVISJON 1 AS,988623512,2021-11-02
928042545,Regnskapsfører,PRO-SJEKT REGNSKAP AS,983898033,2021-11-02
977461553,Revisor,DELOITTE AS,980211282,1998-12-09
977461553,Regnskapsfører,TRIANGLE REGNSKAP AS,965687386,2015-03-10
918431276,Revisor,TRYGG REVISJON AS,821761522,2019-12-23
931528386,Regnskapsfører,OPK AS,920387470,2023-08-22
916499604,Regnskapsfører,PRO-SJEKT REGNSKAP AS,983898033,2016-01-04
920166105,Revisor,HCG REVISJON & RÅDGIVNING AS,931604945,2024-01-31
920166105,Regnskapsfører,ZIMMERMANN ØKONOMI OG REGNSKAP AS,916859465,2022-02-28
917896216,Regnskapsfører,BRAINIACS AS,921966490,2022-02-22
971495006,Revisor,ABACUS REVISJON AS,913094751,2023-01-31
971495006,Regnskapsfører,JAKOBSEN REGNSKAP ARS. DA,914830613,2015-11-26
911912848,Regnskapsfører,IREGNSKAP NES AS,995306220,2023-11-06
976285611,Revisor,RSM NORGE AS,982316588,2018-07-04
976285611,Regnskapsfører,GP ØKONOMI AS,982508029,2023-11-17
859239102,Revisor,FORUS REVISJON AS,986352945,2004-01-22
859239102,Regnskapsfører,LINFRO REGNSKAP AS,976487494,2018-04-13
929118251,Revisor,ERGA REVISJON AS,980024679,2023-01-23
929118251,Regnskapsfører,PRE SOLUTIONS AS,829002132,2022-08-15
882106012,Revisor,ERGA REVISJON AS,980024679,2019-10-25
882106012,Regnskapsfører,TOTAL ØKONOMISTYRING SANDNES AS,927591464,2022-05-05
967626406,Revisor,BRYNE REVISJON AS,884880432,2011-06-18
967626406,Regnskapsfører,JÆREN REKNESKAPSLAG SA,971557397,2012-01-25
980035867,Revisor,DELOITTE AS,980211282,2020-10-31
979691904,Revisor,IDSØ & RAVNÅS REVISJON AS,989048732,2006-04-06
979691904,Regnskapsfører,FGH ASSISTANSE AS,927283220,2014-09-30
912246035,Revisor,STIANSEN & CO AS,962990746,2013-07-25
912246035,Regnskapsfører,RG REGNSKAP AS,996375072,2017-11-22
980493644,Revisor,KPMG AS,935174627,2009-10-09
980493644,Regnskapsfører,PBL REGNSKAP AS,988954691,2009-01-15
922042985,Revisor,DELOITTE AS,980211282,2019-01-19
922042985,Regnskapsfører,TB ØKONOMI AS,988368156,2019-01-24
971554096,Revisor,KPMG AS,935174627,2017-11-01
971554096,Regnskapsfører,AABREKK REGNSKAP AS,943611521,2001-08-11
893099042,Revisor,AVEN REVISJON AS,992121696,2009-11-21
893099042,Regnskapsfører,ØKO REGNSKAP AS,928040747,2022-12-13
946624373,Revisor,DELOITTE AS,980211282,1998-12-09
918752900,Revisor,IMO ØKONOMIPARTNER AS,926376691,2021-11-20
918752900,Regnskapsfører,AIDER AS,922633452,2023-12-16
936441114,Revisor,MAZARS AS,979605994,2019-01-10
871340692,Revisor,REVISJON RYFYLKE AS,983549896,2021-09-02
871340692,Regnskapsfører,RYGR ØKONOMI AS,976899709,2022-12-14
922042977,Revisor,DELOITTE AS,980211282,2019-01-17
922042977,Regnskapsfører,TB ØKONOMI AS,988368156,2019-01-24
980838749,Revisor,ERGA REVISJON AS,980024679,2020-12-07
980838749,Regnskapsfører,KNIF REGNSKAP AS,974476495,2018-12-17
971078855,Revisor,ERGA REVISJON AS,980024679,2020-12-07
971078855,Regnskapsfører,KNIF REGNSKAP AS,974476495,2018-12-17
913124456,Revisor,RSM NORGE AS,982316588,2019-02-22
913124456,Regnskapsfører,POWERCOUNTING AS,926535056,2021-06-17
924209682,Regnskapsfører,RELEVANT REGNSKAP AS,919828129,2020-01-22
917950873,Revisor,STAVANGER REVISJON AS,985182736,2018-01-30
917950873,Regnskapsfører,ACCOMODO REGNSKAP AS,989746111,2016-10-27
922707111,Regnskapsfører,NUMBERS AS,919948329,2021-09-21
948478110,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2022-12-30
948478110,Regnskapsfører,LURA REGNSKAP AS,921761244,2021-01-08
930936294,Revisor,RSM NORGE AS,982316588,2018-07-04
934349210,Revisor,CREDO REVISJON AS,996105709,2020-11-05
934349210,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2019-08-06
918160922,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-12
881403722,Revisor,RSM NORGE AS,982316588,2018-07-04
881403722,Regnskapsfører,AIDER AS,922633452,2023-12-16
979415117,Revisor,FORUS REVISJON AS,986352945,2023-06-24
979415117,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2023-01-24
915377289,Regnskapsfører,ADDVANT STAVANGER AS,926956027,2023-11-28
912572412,Revisor,"STATSAUTORISERT REVISOR TOM OVE', 'OLSEN AS",988918695,2023-11-17
947437399,Revisor,ERNST & YOUNG AS,976389387,2023-03-24
947437399,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2023-03-24
820500482,Revisor,BDO AS,993606650,2018-02-27
974247488,Deltakere,BJERKREIM KOMMUNE,970490361,2021-05-11
974247488,Deltakere,BOKN KOMMUNE,964979723,2021-05-11
974247488,Deltakere,EIGERSUND KOMMUNE,944496394,2021-05-11
