orgnr,role,personal_number
912160300,Styre,9202285
912160300,Styre,9172559
923377476,Daglig leder,3513261
923377476,Daglig leder,8914267
923377476,Styre,2451075
923377476,Styre,1105914
923377476,Styre,8912071
923377476,Styre,7918399
923377476,Styre,3977354
923377476,Styre,3262058
960966694,Daglig leder,9615317
960966694,Styre,3058196
912385035,Daglig leder,1931909
912385035,Styre,3881774
912385035,Styre,7280392
912385035,Styre,6303967
911993503,Daglig leder,4619114
911993503,Styre,1897329
911993503,Styre,8864505
911993503,Styre,3995098
928042545,Daglig leder,8259328
928042545,Styre,6693751
928042545,Styre,2622845
928042545,Styre,8259328
977461553,Daglig leder,7187185
977461553,Styre,2553706
977461553,Styre,7187185
977461553,Styre,7939301
977461553,Styre,6490660
977461553,Styre,2786905
977461553,Styre,5934219
977461553,Styre,8324107
977461553,Styre,8274333
977461553,Styre,7706380
918431276,Daglig leder,3945997
918431276,Styre,6164703
918431276,Styre,3945997
927181371,Daglig leder,4037158
927181371,Styre,4037158
927181371,Styre,8282856
927181371,Styre,3085948
931528386,Daglig leder,8074080
931528386,Styre,9622538
931528386,Styre,8074080
931528386,Styre,4986844
931528386,Styre,8983344
916499604,Kontaktperson,7457964
916499604,Styre,7457964
916499604,Styre,4817613
916499604,Styre,5800737
916499604,Styre,5330010
920166105,Daglig leder,9088966
920166105,Styre,9088966
917896216,Daglig leder,3174898
917896216,Styre,3174898
971495006,Daglig leder,2217127
971495006,Styre,6174371
971495006,Styre,6403563
971495006,Styre,1552298
971495006,Styre,2881554
971495006,Styre,8599011
971495006,Styre,4623012
911912848,Daglig leder,9726864
911912848,Styre,9726864
976285611,Daglig leder,9604966
976285611,Styre,9604966
976285611,Styre,5149025
859239102,Daglig leder,5008739
859239102,Styre,3299342
859239102,Styre,5008739
929118251,Daglig leder,5926878
929118251,Styre,5926878
929118251,Styre,6726722
882106012,Daglig leder,4735564
882106012,Styre,4225149
882106012,Styre,5926878
882106012,Styre,6726722
967626406,Daglig leder,3923244
967626406,Styre,3923244
980035867,Daglig leder,4010499
980035867,Styre,1294044
980035867,Styre,4010499
980035867,Styre,3773058
979691904,Daglig leder,8104293
979691904,Styre,4254639
979691904,Styre,8104293
912246035,Kontaktperson,1442318
912246035,Styre,7984038
912246035,Styre,1442318
912246035,Styre,6465198
980493644,Daglig leder,3346751
980493644,Styre,3185719
980493644,Styre,4048096
980493644,Styre,7588351
980493644,Styre,5047348
980493644,Styre,4078925
922042985,Daglig leder,5189295
922042985,Styre,2145445
971554096,Daglig leder,2358403
971554096,Styre,7328369
971554096,Styre,6606588
971554096,Styre,3252441
971554096,Styre,6430668
971554096,Styre,8242970
893099042,Daglig leder,4959635
893099042,Styre,4959635
893099042,Styre,3831084
946624373,Daglig leder,7084385
946624373,Styre,3340820
946624373,Styre,7472361
946624373,Styre,2236814
918752900,Daglig leder,1940290
918752900,Styre,5422461
918752900,Styre,6049330
918752900,Styre,5588864
918752900,Styre,7426520
918752900,Styre,4264676
918752900,Styre,5762191
936441114,Daglig leder,2367012
936441114,Styre,2367012
936441114,Styre,7773617
871340692,Daglig leder,3391115
871340692,Styre,2482325
871340692,Styre,5609436
871340692,Styre,5561819
871340692,Styre,3774160
871340692,Styre,2273070
871340692,Styre,6236425
871340692,Styre,1581821
922042977,Daglig leder,4045885
922042977,Styre,2145445
980838749,Daglig leder,4215443
980838749,Styre,3251679
980838749,Styre,8531461
980838749,Styre,8808571
980838749,Styre,8138583
971078855,Daglig leder,6279396
971078855,Styre,8531461
971078855,Styre,6336742
971078855,Styre,9928663
971078855,Styre,6141185
971078855,Styre,2888794
971078855,Styre,3057981
971078855,Styre,5414250
913124456,Daglig leder,9531691
913124456,Styre,1474788
913124456,Styre,9531691
924209682,Daglig leder,9464459
924209682,Styre,9464459
924209682,Styre,7117983
917950873,Daglig leder,4749316
917950873,Styre,4749316
922707111,Daglig leder,3469830
922707111,Styre,3469830
948478110,Daglig leder,2623724
948478110,Styre,3250301
948478110,Styre,9907004
948478110,Styre,2623724
930936294,Daglig leder,7608152
930936294,Styre,7608152
930936294,Styre,7506055
934349210,Daglig leder,5927673
934349210,Styre,5927673
934349210,Styre,4113917
918160922,Daglig leder,7021543
918160922,Styre,3171404
918160922,Styre,1037508
918160922,Styre,2512440
918160922,Styre,2535149
881403722,Daglig leder,3868224
881403722,Styre,9144155
881403722,Styre,4116089
979415117,Daglig leder,3189020
979415117,Styre,3997872
979415117,Styre,3263185
979415117,Styre,8545376
979415117,Styre,7947387
979415117,Styre,6022334
979415117,Styre,6138498
915377289,Daglig leder,6588938
915377289,Styre,6588938
915377289,Styre,6029196
912572412,Daglig leder,9730241
912572412,Styre,5647386
912572412,Styre,9730241
912572412,Styre,8067868
947437399,Daglig leder,1054318
947437399,Styre,1742264
947437399,Styre,2204353
947437399,Styre,8507235
947437399,Styre,5140720
820500482,Daglig leder,4517417
820500482,Styre,2305939
820500482,Styre,3503413
820500482,Styre,9908903
974247488,Daglig leder,3598538
974247488,Styre,1887854
974247488,Styre,7788110
974247488,Styre,7574447
974247488,Styre,5212493
974247488,Styre,1532229
974247488,Styre,1010289
974247488,Styre,2881068
974247488,Styre,2055549
974247488,Styre,1240653
974247488,Styre,8329136
970997954,Daglig leder,4622856
970997954,Styre,9474482
970997954,Styre,4622856
970997954,Styre,3999734
960496671,Daglig leder,2193874
960496671,Styre,7581223
960496671,Styre,3295474
960496671,Styre,2193874
960496671,Styre,4573697
960496671,Styre,5935969
960496671,Styre,8904879
960496671,Styre,7379476
960496671,Styre,4995575
960496671,Styre,8129726
914482348,Daglig leder,8930041
914482348,Styre,2236262
914482348,Styre,8930041
980404048,Daglig leder,1846793
980404048,Styre,8619219
980404048,Styre,2522245
915558410,Daglig leder,1846793
915558410,Styre,8619219
915558410,Styre,2522245
918710779,Daglig leder,6736751
918710779,Styre,4582218
918710779,Styre,6736751
918710779,Styre,7746212
918710779,Styre,9768355
918681752,Daglig leder,9525882
918681752,Styre,7322677
918681752,Styre,5955148
918681752,Styre,9525882
918681752,Styre,3427588
971340347,Daglig leder,2844921
971340347,Styre,9778439
971340347,Styre,3969745
971340347,Styre,8758814
971340347,Styre,8980776
971340347,Styre,8062814
971340347,Styre,1667388
971340347,Styre,5116505
922960119,Daglig leder,7236345
922960119,Styre,7413886
871035032,Daglig leder,2222719
871035032,Styre,6931645
871035032,Styre,5831983
871035032,Styre,5309625
871035032,Styre,5573785
871035032,Styre,5213458
871035032,Styre,4852503
871035032,Styre,2054997
871035032,Styre,6052824
871035032,Styre,9038200
871035032,Styre,8847876
871035032,Styre,9910432
871035032,Styre,2748999
871035032,Styre,3534584
871035032,Styre,1967019
871035032,Styre,8803739
871035032,Styre,3274034
927371022,Daglig leder,1052656
927371022,Styre,7293741
927371022,Styre,5809708
927371022,Styre,5971024
927371022,Styre,2743193
927371022,Styre,3205966
914279283,Daglig leder,2605893
914279283,Styre,2605893
915675212,Daglig leder,2605893
915675212,Styre,2605893
914738954,Daglig leder,9179276
914738954,Styre,9179276
925573124,Daglig leder,5244057
925573124,Styre,5244057
878600592,Daglig leder,6593839
878600592,Styre,6159375
878600592,Styre,6593839
979713894,Daglig leder,3051860
979713894,Styre,4057922
979713894,Styre,3051860
979713894,Styre,1879933
979713894,Styre,2379623
979713894,Styre,5274216
979713894,Styre,4464137
922723605,Daglig leder,6522536
922723605,Styre,4057922
922723605,Styre,1628646
922723605,Styre,1005176
922723605,Styre,6522536
922723605,Styre,3051860
921425945,Daglig leder,5886821
921425945,Styre,6978236
921425945,Styre,5886821
921425945,Styre,7904699
947445499,Daglig leder,4523424
947445499,Styre,4997663
947445499,Styre,7511834
947445499,Styre,9439017
947445499,Styre,4523424
974988577,Daglig leder,9504497
974988577,Styre,4056645
974988577,Styre,7140819
974988577,Styre,9504497
974988577,Styre,8766245
974988577,Styre,3051615
914250757,Daglig leder,1571008
914250757,Styre,1571008
914250757,Styre,3622446
914250757,Styre,4924126
914250757,Styre,6153903
914250757,Styre,6856920
920641679,Daglig leder,1202256
920641679,Styre,8824474
971428961,Daglig leder,3146439
971428961,Styre,5551686
971428961,Styre,5945479
971428961,Styre,8741271
971428961,Styre,3664489
971428961,Styre,3571629
971428961,Styre,7991456
971428961,Styre,4991090
928993671,Daglig leder,7303198
928993671,Styre,6480925
928993671,Styre,7303198
919951834,Daglig leder,1243902
919951834,Styre,5449832
919951834,Styre,2809608
919951834,Styre,9060410
919951834,Styre,2169974
919951834,Styre,7712700
970920706,Daglig leder,3242632
970920706,Styre,9996502
970920706,Styre,4030368
970920706,Styre,5757306
970920706,Styre,6254950
970920706,Styre,3329992
970920706,Styre,7140454
970920706,Styre,3092678
970920706,Styre,5403999
913059867,Daglig leder,4110035
913059867,Styre,4110035
913059867,Styre,1438739
913059867,Styre,4148596
914753414,Kontaktperson,7547553
914753414,Styre,3508171
914753414,Styre,5124014
914753414,Styre,7547553
881430142,Innehaver,6007096
910608193,Daglig leder,1970960
910608193,Styre,1210295
910608193,Styre,2131526
910608193,Styre,9782886
910608193,Styre,6260848
910608193,Styre,5331073
910608193,Styre,5979313
926889087,Daglig leder,6126091
926889087,Styre,6126091
926889087,Styre,4630691
820408152,Daglig leder,7721094
820408152,Styre,7721094
940036437,Daglig leder,8870602
940036437,Styre,9591338
940036437,Styre,4149006
940036437,Styre,5233440
916725280,Daglig leder,8365362
916725280,Styre,1580528
916725280,Styre,8365362
916725280,Styre,6247113
916725280,Styre,1354789
914949149,Daglig leder,7642289
914949149,Styre,4011731
914949149,Styre,8476181
914949149,Styre,6191954
914949149,Styre,7642289
914949149,Styre,5167474
921962223,Daglig leder,1897329
921962223,Styre,1897329
921962223,Styre,3995098
921962223,Styre,8864505
871339902,Daglig leder,8185154
871339902,Styre,7246572
871339902,Styre,8126892
871339902,Styre,6158756
871339902,Styre,6668148
871339902,Styre,8185154
871339902,Styre,9403462
928900673,Daglig leder,6196369
928900673,Styre,6196369
917859655,Daglig leder,4246222
917859655,Styre,6337921
917859655,Styre,8327277
917859655,Styre,7436884
917859655,Styre,5149320
917859655,Styre,4246222
970113533,Daglig leder,9473207
970113533,Styre,4544317
970113533,Styre,2368711
970113533,Styre,7722183
970113533,Styre,9533997
970113533,Styre,7890399
823567952,Daglig leder,9686675
823567952,Styre,3644755
976711556,Daglig leder,7494468
976711556,Styre,4852996
976711556,Styre,2975861
976711556,Styre,9009536
976711556,Styre,6725112
947214489,Daglig leder,4083680
947214489,Styre,8562608
947214489,Styre,4289307
947214489,Styre,1656448
947214489,Styre,5968358
947214489,Styre,9537018
947214489,Styre,5450566
945779233,Daglig leder,1089790
945779233,Styre,6324121
945779233,Styre,1089790
912647722,Daglig leder,3770926
912647722,Styre,9940751
912647722,Styre,3770926
912124665,Daglig leder,9940751
912124665,Styre,9940751
912124665,Styre,3817248
912124665,Styre,3746549
920504477,Daglig leder,1989039
920504477,Styre,1989039
920504477,Styre,6330308
918633073,Daglig leder,1058495
918633073,Styre,1058495
918633073,Styre,6751227
820431472,Innehaver,3228484
922324204,Daglig leder,4130052
922324204,Styre,4130052
922324204,Styre,9364537
922324204,Styre,3787456
922324204,Styre,8522020
926488791,Daglig leder,6787973
926488791,Styre,6835002
926488791,Styre,6787973
926488791,Styre,8316764
926488791,Styre,8751288
914312906,Daglig leder,1174131
914312906,Styre,1174131
914312906,Styre,6171874
914312906,Styre,6085850
976260090,Daglig leder,3825783
976260090,Styre,3555039
976260090,Styre,9647437
976260090,Styre,7604981
976260090,Styre,3825783
976260090,Styre,3630581
913460200,Daglig leder,5322622
913460200,Styre,5322622
913460200,Styre,3473839
940396921,Daglig leder,8244114
940396921,Styre,8244114
940396921,Styre,7353825
940396921,Styre,6412930
927229609,Kontaktperson,9762628
927229609,Styre,9762628
927229609,Styre,7107852
914234018,Daglig leder,2229727
914234018,Styre,2229727
927410192,Daglig leder,4787713
927410192,Styre,4787713
927410192,Styre,2527373
927410192,Styre,4505887
914749360,Daglig leder,1566998
914749360,Styre,6438815
914749360,Styre,8680182
914749360,Styre,6560321
914749360,Styre,2222719
914749360,Styre,9453798
914749360,Styre,5124435
914749360,Styre,9873549
914749360,Styre,6609054
914749360,Styre,5078564
914749360,Styre,5699729
920426131,Daglig leder,7051115
920426131,Styre,7100691
920426131,Styre,5639907
920426131,Styre,7051115
920426131,Styre,1721549
935912288,Daglig leder,9966283
935912288,Styre,2317878
935912288,Styre,9966283
915553524,Daglig leder,9145724
915553524,Styre,4236588
915553524,Styre,1320631
913332083,Daglig leder,1566212
913332083,Styre,1566212
918315446,Daglig leder,9695254
918315446,Styre,9741952
918315446,Styre,8486651
918315446,Styre,6879272
918315446,Styre,8209168
918315446,Styre,2243357
918315446,Styre,6611778
917362815,Daglig leder,4202206
917362815,Styre,4202206
917362815,Styre,2465406
917835527,Daglig leder,6149354
917835527,Styre,2542178
917835527,Styre,6250979
917835527,Styre,1783133
917835527,Styre,6149354
935980860,Daglig leder,4495828
935980860,Styre,1752833
935980860,Styre,4495828
935980860,Styre,9083425
935980860,Styre,7906926
929575598,Daglig leder,8403995
929575598,Styre,8771833
929575598,Styre,8973940
929575598,Styre,2813457
929575598,Styre,2851929
829575612,Daglig leder,8403995
829575612,Styre,8771833
829575612,Styre,8973940
829575612,Styre,2813457
829575612,Styre,2851929
842083982,Daglig leder,7798985
842083982,Styre,5460654
842083982,Styre,2059409
842083982,Styre,8937275
979578482,Daglig leder,9615317
979578482,Styre,3058196
939522352,Daglig leder,3058196
939522352,Styre,3058196
919371536,Daglig leder,4078951
919371536,Styre,4078951
946680591,Daglig leder,4983193
946680591,Styre,4983193
946680591,Styre,1585994
946680591,Styre,1794261
879582482,Daglig leder,1202922
879582482,Styre,1614549
879582482,Styre,7187185
879582482,Styre,1202922
879582482,Styre,6232963
879582482,Styre,2724406
923962638,Daglig leder,7248843
923962638,Styre,3713774
923962638,Styre,8425198
923962638,Styre,5757306
923962638,Styre,1352598
923962638,Styre,8824765
923962638,Styre,3989595
923962638,Styre,1268563
923962638,Styre,3433541
923962638,Styre,4086151
923962638,Styre,4627701
923962638,Styre,8309831
923962638,Styre,2984878
923962638,Styre,6539509
923962638,Styre,7330367
923962638,Styre,8632705
923962638,Styre,9573627
924897074,Daglig leder,8267596
924897074,Styre,1319261
921294573,Daglig leder,1502759
921294573,Styre,2324699
921294573,Styre,1502759
923479694,Daglig leder,2164706
923479694,Styre,4715689
923479694,Styre,6163459
923479694,Styre,8249702
811840432,Daglig leder,2085678
811840432,Styre,1477267
811840432,Styre,9939794
811840432,Styre,9977380
811840432,Styre,8647318
977047684,Daglig leder,9202911
977047684,Styre,5095827
977047684,Styre,8093121
977047684,Styre,2319004
977047684,Styre,1564505
977047684,Styre,2796723
918427015,Daglig leder,5177218
918427015,Styre,2173404
929006518,Daglig leder,3791654
929006518,Styre,9763712
929006518,Styre,3791654
820255372,Daglig leder,7199275
820255372,Styre,7199275
820255372,Styre,4579537
937505884,Daglig leder,4988879
937505884,Styre,5833487
937505884,Styre,3785174
937505884,Styre,4466790
937505884,Styre,9240899
937505884,Styre,4223372
937505884,Styre,9586039
937505884,Styre,3138287
937505884,Styre,9539716
976073835,Daglig leder,1656862
976073835,Styre,1656862
976073835,Styre,7991456
976073835,Styre,3850268
979484488,Daglig leder,2691259
979484488,Styre,9187521
979484488,Styre,4299339
979484488,Styre,9477445
979484488,Styre,1803448
979484488,Styre,9726755
979484488,Styre,8114943
979484488,Styre,6702964
979484488,Styre,5167653
979484488,Styre,5345345
979484488,Styre,7149090
979484488,Styre,3427285
980049892,Daglig leder,3325464
980049892,Styre,6996521
980049892,Styre,4167744
980049892,Styre,7569579
980049892,Styre,1126127
980049892,Styre,6519767
913752112,Daglig leder,1175660
913752112,Styre,5766342
913752112,Styre,1175660
922029997,Innehaver,3200620
922029997,Daglig leder,6564658
911748924,Daglig leder,7013634
911748924,Styre,7013634
921825617,Daglig leder,1359223
921825617,Styre,1359223
921825617,Styre,2277244
917677204,Daglig leder,3510826
917677204,Styre,3510826
919421371,Daglig leder,8855654
919421371,Styre,3656850
919421371,Styre,2955438
919421371,Styre,6680552
919421371,Styre,2835117
919421371,Styre,4768725
946939110,Daglig leder,9482145
946939110,Styre,9482145
930462780,Daglig leder,4898589
930462780,Styre,5102334
930462780,Styre,5255054
930462780,Styre,1920093
930462780,Styre,9345811
930462780,Styre,2734754
926168592,Daglig leder,2430728
926168592,Styre,2430728
920927505,Daglig leder,1359223
920927505,Styre,1480274
920927505,Styre,1783133
920927505,Styre,2639802
920927505,Styre,7071445
920396739,Daglig leder,5279805
920396739,Styre,2847711
920396739,Styre,2726195
826370262,Daglig leder,9124159
826370262,Styre,5901244
826370262,Styre,8467266
826370262,Styre,9124159
826370262,Styre,9815561
826370262,Styre,4831403
948466112,Kontaktperson,9189499
948466112,Styre,9189499
892122652,Daglig leder,5123462
892122652,Styre,6812901
892122652,Styre,5149023
892122652,Styre,1091367
916242115,Daglig leder,7282115
916242115,Styre,7442788
916242115,Styre,7282115
916242115,Styre,1636975
840740692,Daglig leder,9981543
840740692,Styre,7962322
840740692,Styre,9428035
919477709,Daglig leder,4857994
919477709,Styre,5794119
912774031,Daglig leder,9971044
912774031,Styre,1688310
912774031,Styre,9667134
912774031,Styre,1542591
930076295,Daglig leder,4287702
930076295,Styre,6084863
883297962,Innehaver,6381018
980038408,Daglig leder,9560853
980038408,Styre,1820277
980038408,Styre,8664285
980038408,Styre,4124984
980038408,Styre,6020862
980038408,Styre,3818722
980038408,Styre,6240987
980038408,Styre,5420967
980038408,Styre,2364715
980038408,Styre,8275821
980038408,Styre,7981771
924186720,Daglig leder,2623101
924186720,Styre,9776016
924186720,Styre,9641855
924186720,Styre,8319773
924186720,Styre,3453432
924186720,Styre,4542739
924186720,Styre,6344796
922385459,Daglig leder,4331920
922385459,Styre,1890672
922385459,Styre,5192163
825314792,Daglig leder,8772242
825314792,Styre,8772242
922042942,Daglig leder,5451622
922042942,Styre,2145445
930896675,Daglig leder,6162635
930896675,Styre,6162635
953334089,Daglig leder,9189499
953334089,Styre,9189499
924359412,Daglig leder,5760667
924359412,Styre,5760667
924359412,Styre,9353488
924359412,Styre,9914157
980001482,Daglig leder,7603179
980001482,Styre,3907618
980001482,Styre,8912205
980001482,Styre,6248901
980001482,Styre,7834310
980001482,Styre,2477304
980001482,Styre,2037514
980001482,Styre,7916289
980001482,Styre,1568861
980001482,Styre,4216059
980001482,Styre,3730462
980001482,Styre,9996502
980001482,Styre,8531075
980001482,Styre,3671235
980001482,Styre,8275821
980001482,Styre,6240987
980001482,Styre,3818722
980001482,Styre,5072490
980001482,Styre,2633482
980001482,Styre,6020862
931310380,Daglig leder,3439248
931310380,Styre,2268277
931310380,Styre,3096019
931310380,Styre,9398208
931310380,Styre,7236865
931310380,Styre,2723303
931310380,Styre,1011177
931310380,Styre,1802116
931310380,Styre,6295345
931310380,Styre,2065516
980335224,Daglig leder,3096019
980335224,Styre,2199948
980335224,Styre,4257168
980335224,Styre,2268277
980335224,Styre,8837433
980335224,Styre,9434672
980335224,Styre,3515699
923119159,Daglig leder,8886340
923119159,Styre,1820277
923119159,Styre,8242053
923119159,Styre,2037579
923119159,Styre,8578280
980335178,Daglig leder,2268277
980335178,Styre,7603179
980335178,Styre,3096019
980335178,Styre,4257168
980335178,Styre,3605266
980335178,Styre,4078196
980335178,Styre,8665717
980335216,Daglig leder,5148157
980335216,Styre,2199948
980335216,Styre,3730462
980335216,Styre,4742022
980335216,Styre,2047056
980335216,Styre,5946176
980335216,Styre,1973066
980335216,Styre,5708683
917102899,Daglig leder,7342080
917102899,Styre,7342080
922610258,Daglig leder,3667654
922610258,Styre,3667654
922610258,Styre,4392405
922610258,Styre,7246768
922610258,Styre,8786641
929097378,Daglig leder,6003583
929097378,Styre,9288210
929097378,Styre,6003583
922212384,Daglig leder,3029569
922212384,Styre,3029569
922212384,Styre,8588082
937053916,Kontaktperson,8309564
937053916,Styre,8309564
937053916,Styre,9085961
937053916,Styre,1214397
971232420,Daglig leder,9199581
971232420,Styre,7009957
971232420,Styre,9199581
971232420,Styre,8089829
879342732,Daglig leder,8493552
879342732,Styre,4578243
879342732,Styre,2560097
879342732,Styre,8493552
923269819,Kontaktperson,1885068
923269819,Styre,1885068
923269819,Styre,2264975
923269819,Styre,5780439
952000551,Daglig leder,7475242
952000551,Styre,3126108
952000551,Styre,6517193
952000551,Styre,8684279
952000551,Styre,9949214
952000551,Styre,2808136
952000551,Styre,2103214
952000551,Styre,9744709
952000551,Styre,6479821
952000551,Styre,5483130
952000551,Styre,5293161
952000551,Styre,5996848
952000551,Styre,4952440
952000551,Styre,4711685
952000551,Styre,5973994
975490858,Daglig leder,6359356
975490858,Styre,4052132
975490858,Styre,5957422
975490858,Styre,1364582
975490858,Styre,5448474
975490858,Styre,9578889
975490858,Styre,1622030
975490858,Styre,5601185
980011429,Kontaktperson,8297416
980011429,Styre,8297416
980011429,Styre,5147935
914453038,Daglig leder,8164576
914453038,Styre,8484294
914453038,Styre,1650519
976993349,Daglig leder,9602365
976993349,Styre,9327745
976993349,Styre,6252316
976993349,Styre,1621628
976993349,Styre,8794701
976993349,Styre,3580657
976993349,Styre,8867264
976993349,Styre,3514976
976993349,Styre,7726501
976993349,Styre,2818695
935439868,Daglig leder,1353225
935439868,Styre,1353225
935439868,Styre,9446747
935439868,Styre,6461281
876883252,Daglig leder,5136631
876883252,Styre,7349059
876883252,Styre,6886247
876883252,Styre,4045168
916584369,Daglig leder,4954375
916584369,Styre,4954375
916584369,Styre,1402884
916584369,Styre,5911529
926993038,Daglig leder,5400701
926993038,Styre,1450208
926993038,Styre,5400701
926993038,Styre,3418359
968500627,Daglig leder,1450208
968500627,Styre,3680179
968500627,Styre,3418359
968500627,Styre,5400701
914823730,Daglig leder,7341786
914823730,Styre,7341786
914823730,Styre,3142526
915152295,Styre,3637588
915152295,Styre,1091367
926678744,Daglig leder,8937428
926678744,Styre,8937428
912613240,Daglig leder,7896109
912613240,Styre,7896109
956812429,Daglig leder,2009516
956812429,Styre,3058280
956812429,Styre,7557840
956812429,Styre,2009516
947820370,Daglig leder,3860350
947820370,Styre,1721189
947820370,Styre,5155632
947820370,Styre,3860350
970346058,Daglig leder,5427416
970346058,Styre,6918520
970346058,Styre,8611279
970346058,Styre,1825314
970346058,Styre,3863878
970346058,Styre,6328435
970346058,Styre,8636260
970346058,Styre,7920304
926742183,Daglig leder,3674486
926742183,Styre,1755106
926742183,Styre,8314343
926742183,Styre,2734399
926742183,Styre,5647714
927309661,Daglig leder,1836473
927309661,Styre,2145445
818598912,Daglig leder,7977533
818598912,Styre,9543498
818598912,Styre,3742951
818598912,Styre,7977533
818598912,Styre,7692642
818598912,Styre,1264099
926842854,Daglig leder,1928757
926842854,Styre,1928757
975989348,Daglig leder,2681699
975989348,Styre,6299079
975989348,Styre,2039268
975989348,Styre,4374295
913627709,Daglig leder,6727346
913627709,Styre,4793150
913627709,Styre,6727346
925531847,Daglig leder,3442042
925531847,Styre,5441965
925531847,Styre,6714529
929781856,Daglig leder,5441965
929781856,Styre,5441965
929781856,Styre,6714529
923268898,Daglig leder,5102923
923268898,Styre,5441965
923268898,Styre,6714529
923574654,Daglig leder,6185699
923574654,Styre,5441965
923574654,Styre,6714529
822205542,Styre,2967752
976964403,Daglig leder,6546811
976964403,Styre,5751454
976964403,Styre,3411785
976964403,Styre,4260406
919659327,Daglig leder,6975759
919659327,Styre,9020146
919659327,Styre,5199608
942327595,Daglig leder,3787316
942327595,Styre,3787316
942327595,Styre,8937722
942327595,Styre,7313635
942327595,Styre,1363168
888609202,Daglig leder,2799184
888609202,Styre,3058280
888609202,Styre,7557840
888609202,Styre,2009516
921726732,Styre,7588742
921726732,Styre,2427614
921726732,Styre,5756757
961690803,Daglig leder,2142004
961690803,Styre,2142004
961690803,Styre,9947360
961690803,Styre,6378023
925925055,Daglig leder,8740757
925925055,Styre,3538523
963463197,Daglig leder,8309564
963463197,Styre,8309564
963463197,Styre,9085961
963463197,Styre,5369278
951838756,Daglig leder,2034160
951838756,Styre,7699036
951838756,Styre,3088399
951838756,Styre,3666254
951838756,Styre,1890886
951838756,Styre,4458120
951838756,Styre,9340021
951838756,Styre,3314157
951838756,Styre,3729423
976611632,Daglig leder,9014338
976611632,Styre,9014338
896892592,Daglig leder,3046892
896892592,Styre,6109698
896892592,Styre,3437962
896892592,Styre,7314613
896892592,Styre,9531808
881023822,Daglig leder,2132888
881023822,Styre,3512884
881023822,Styre,6348084
881023822,Styre,9682629
881023822,Styre,6159375
881023822,Styre,6045710
881023822,Styre,2132888
960850661,Daglig leder,7578237
960850661,Styre,1666403
960850661,Styre,7578237
960850661,Styre,8128884
960850661,Styre,7453529
918425748,Daglig leder,8217974
918425748,Styre,8217974
965124357,Daglig leder,4945869
965124357,Styre,6138001
965124357,Styre,7601380
965124357,Styre,7821747
965124357,Styre,6932496
965124357,Styre,5871593
965124357,Styre,5659447
918374183,Daglig leder,2772221
918374183,Styre,2772221
963193149,Daglig leder,9223800
963193149,Styre,6163124
938305463,Daglig leder,9223800
938305463,Styre,2111946
938305463,Styre,9556664
938305463,Styre,6968938
929766490,Daglig leder,4793150
929766490,Styre,4103628
927896311,Daglig leder,4458386
927896311,Styre,8099822
927896311,Styre,4053861
927896311,Styre,1970337
927896311,Styre,4458386
965268855,Daglig leder,9248575
965268855,Styre,8512043
965268855,Styre,4300569
944019502,Daglig leder,8873329
944019502,Styre,4578546
944019502,Styre,2813501
944019502,Styre,4060260
944019502,Styre,9198037
916051174,Daglig leder,2023379
916051174,Styre,2023379
925095435,Daglig leder,4342713
925095435,Styre,1957966
925095435,Styre,7060790
925095435,Styre,6473464
814250482,Daglig leder,9949027
814250482,Styre,8272649
814250482,Styre,9949027
814250482,Styre,9575825
919197501,Daglig leder,4782883
919197501,Styre,4782883
967482927,Daglig leder,8066113
967482927,Styre,2236262
967482927,Styre,8066113
967482927,Styre,7214170
936617999,Daglig leder,5563041
936617999,Styre,5563041
936617999,Styre,4829153
936617999,Styre,4811038
936617999,Styre,5340635
933625583,Daglig leder,6937384
933625583,Daglig leder,4412261
933625583,Styre,7732416
933625583,Styre,5272964
933625583,Styre,9145156
933625583,Styre,1343284
976162285,Daglig leder,9920568
976162285,Styre,2528251
976162285,Styre,9429877
971339993,Daglig leder,2073805
971339993,Styre,6174469
971339993,Styre,7738233
971339993,Styre,3184740
971339993,Styre,2448709
971339993,Styre,1540532
971339993,Styre,5979076
974652285,Daglig leder,6831148
965463593,Daglig leder,7599783
965463593,Styre,5611427
923773819,Daglig leder,8309564
923773819,Styre,8309564
923773819,Styre,5611427
940598117,Daglig leder,8977379
940598117,Styre,9253037
889128682,Daglig leder,3996247
889128682,Styre,7932988
889128682,Styre,3996247
889128682,Styre,8241661
980884899,Daglig leder,2906444
980884899,Styre,2906444
980884899,Styre,2373692
980884899,Styre,5425316
918159703,Daglig leder,5179144
918159703,Styre,8974245
918159703,Styre,7118424
918159703,Styre,3062196
954388425,Daglig leder,8040973
954388425,Styre,5611427
954388425,Styre,8309564
970541225,Daglig leder,4751003
970541225,Styre,3913891
970541225,Styre,1370973
970541225,Styre,3467754
970541225,Styre,2812297
970541225,Styre,3134360
970541225,Styre,9546132
970541225,Styre,3982621
927833190,Daglig leder,1913982
927833190,Styre,1913982
917038228,Styre,2274660
917038228,Styre,4796846
930469025,Daglig leder,9827537
930469025,Styre,1690359
930469025,Styre,2398369
930465291,Daglig leder,6857375
930465291,Styre,1690359
930465291,Styre,2398369
930465674,Daglig leder,9279978
930465674,Styre,1690359
930465674,Styre,2398369
930391107,Daglig leder,9805661
930391107,Styre,1690359
930391107,Styre,2398369
922704961,Daglig leder,7983625
922704961,Styre,7802231
922704961,Styre,7983625
922704961,Styre,6697407
