organisasjonsnummer,navn,organisasjonsform,registreringsdatoEnhetsregisteret,antallAnsatte,forretningsadresse,stiftelsesdato,vedtektsdato,vedtektsfestetFormaal,aktivitet,links,sisteInnsendteAarsregnskap,kommune,overordnetEnhet
825677062,ENERGY AS,Aksjeselskap,2020-09-22,25,"Vestliveien 20, 4020 STAVANGER",2020-08-28,2020-08-28,"Drive med annen teknisk konsulentvirksomhet, samt det som naturlig, står i forbindelse med dette.","Drive med annen teknisk konsulentvirksomhet innen olje og gass, næringen, samt det som naturlig står i forbindelse med dette.",[],2022,STAVANGER,nan
920328245,ENGINEERING IDS AS,Aksjeselskap,2018-01-30,18,"Lagerveien 12A, 4033 STAVANGER",2018-01-18,2018-01-18,"Ingeniørvirksomhet, konsulentbistand, salg av software samt hva hermed, står i forbindelse, herunder å delta i andre selskaper med lignende, virksomhet samt kjøp og salg av fast eiendom.","Ingeniørvirksomhet og konsulentbistand i forbindelse med, prosjektering, verifikasjon og vedlikehold av offshore konstruksjoner,, mobile offshore enheter, skip, landbaserte konstruksjoner, marine, operasjoner og fiskeoppdrett. I tillegg til teknisk bistand ved, rettstvister, risikovurderinger og utvikling og salg av programvare.",[],2022,STAVANGER,nan
871340412,ENGØYHOLMEN KYSTKULTURSENTER STI,Stiftelse,1995-02-20,12,"Engøy, Engøyholmen 1, 4077 HUNDVÅG",,2023-06-13,NaN,"Vern av historiske steder og bygninger., Andre sosialtjenester utenfor institusjon., Undervisning i tekniske og andre yrkesrettede fag.",[],2022,STAVANGER,nan
883774442,ENSIGN AS,Aksjeselskap,2001-10-10,11,"Niels Juels gate 50, 4008 STAVANGER",2001-09-01,2006-12-11,"Utvikle grafisk, webdesign og reklame. Hovedtyngden vil være kreative, løsninger og kommunikasjon av gode ideer samt å delta i selskaper med, tilsvarende virksomhet. I tillegg vil selskapet kunne drive med kjøp,, salg og utleie av fast eiendom, kjøp og salg av aksjer i alle typer, virksomhet, samt foreta låne finansierte investeringer med verdipapir, og valuta.","Utvikle grafisk, webdesign og reklame. Hovedtyngden vil være kreative, løsninger og kommunikasjon av gode ideer samt å delta i selskaper med, tilsvarende virksomhet. I tillegg vil selskapet kunne drive med kjøp,, salg og utleie av fast eiendom, kjøp og salg av aksjer i alle typer, virksomhet, samt foreta låne finansierte investeringer med verdipapir, og valuta.",[],2022,STAVANGER,nan
979748701,ENTREPRENØR GEIR STANGELAND AS,Aksjeselskap,1998-04-06,21,"Skjævelandveien 66, 4322 SANDNES",1998-01-15,2010-08-24,"Oppsetting av grunnmur, fundamenter o.l, samt hva dermed står i, forbindelse. Selskapet skal også kunne delta i andre virksomheter,, herunder kjøpe aksjer og fast eiendom.",Finansiell virksomhet. Utleie av eiendom.,[],2022,SANDNES,nan
973194631,ENTREPRENØRFIRMA FRODE OLSSON AS,Aksjeselskap,1995-03-12,17,"Breiflåtveien 15, 4017 STAVANGER",1995-01-02,2013-12-02,"Entreprenørvirksomhet. Oppføring av boliger og, forretningsbygg.","Entreprenørvirksomhet. Oppføring av boliger og, forretningsbygg.",[],2022,STAVANGER,nan
923609016,EQUINOR ASA,Allmennaksjeselskap,1995-03-12,20460,"Forusbeen 50, 4035 STAVANGER",1972-09-18,2023-05-10,"Å utvikle, produsere og markedsføre ulike former for energi, avledede, produkter og tjenester, samt annen virksomhet. Virksomheten kan også, drives gjennom deltakelse i eller i samarbeid med andre selskaper.","Selv, eller gjennom deltakelse i eller sammen med andre selskaper å, utvikle, produsere og markedsføre ulike former for energi, avledede, produkter og tjenester, samt annen virksomhet. Utleie av bygg og, anlegg.",[],2022,STAVANGER,nan
912699706,ER MAT AS,Aksjeselskap,2013-11-09,28,"Hundvågveien 27, 4085 HUNDVÅG",2013-10-23,2013-10-23,Drift av gatekjøkken og hva hermed står i forbindelse.,Drift av gatekjøkken,[],2022,STAVANGER,nan
980024679,ERGA REVISJON AS,Aksjeselskap,1998-08-14,25,"Løkkeveien 109, 4007 STAVANGER",1998-08-01,2014-11-19,"Selskapets formål er revisjons- og konsulentvirksomhet, og hva hermed, står i forbindlese.","Revisjons- og konsulentvirksomhet. Statsautorisert, revisjonsvirksomhet.",[],2022,STAVANGER,nan
915576281,ESPEN STORHAUG AS,Aksjeselskap,2015-07-07,11,"Olabakken 2, 4322 SANDNES",2015-05-18,2015-05-18,"Selv, gjennom hel- eller deleide selskaper eller ved samarbeid med, andre virksomheter, å forestå drift av dagligvareforretning og annen, virksomhet beslektet med dette.",Butikkhandel med dagligvarer.,[],2022,SANDNES,nan
821754852,ESS MOBILE OFFSHORE UNITS AS,Aksjeselskap,1995-03-12,69,"Forusparken 2, 4031 STAVANGER",1971-01-19,2022-09-01,"Catering og annen handels- og servicevirksomhet,, samt ved aksjetegning eller på annen måte å gjøre, seg interessert i andre foretagender innen, bransjen.",Forpleiningstjenester om bord på offshoreinstallasjoner.,[],2022,STAVANGER,nan
937657293,ESS SUPPORT SERVICES AS,Aksjeselskap,1995-03-12,440,"Forusparken 2, 4031 STAVANGER",1985-10-01,2022-09-01,"Tilfredsstille operatører, entreprenører, byggherrer og bedrifter,, onshore og offshore, i deres behov for bespisning, underbringelse,, renhold, vedlikehold og andre beslektede serviceytelser. I tillegg kan, selskapet forestå og eie aksjer i selskaper med tilsvarende virksomhet, eller på annen måte delta i eller gjøre seg interessert i slike, Selskaper.","Tilfredsstille operatører, entreprenører, byggherrer og bedrifter,, onshore og offshore, i deres behov for bespisning, underbringelse,, renhold, vedlikehold og andre beslektede serviceytelser.",[],2022,STAVANGER,nan
928004090,EUREKA MØBLER AS,Aksjeselskap,2021-10-26,22,"Bjødnabeen 6, 4031 STAVANGER",2021-09-20,2023-09-07,Import og salg av møbler gjennom egne butikker.,Handelsvirksomhet.,[],2022,STAVANGER,nan
919263164,EURORESSURS AS,Aksjeselskap,2017-07-26,517,"Koppholen 6, 4313 SANDNES",2017-06-01,2017-12-18,"Fleksible bemanningsløsninger og alt som naturlig følger av dette., Selskapet kan eie andre selskaper.",Fleksible bemanningsløsninger og alt som naturlig følger av dette.,[],2022,SANDNES,nan
898623572,EVASK AS,Aksjeselskap,2012-07-17,18,"Løkkeveien 77, 4008 STAVANGER",2012-07-03,2012-07-03,"Selskapets virksomhet er salg av rengjøringstjenester, samt hva, hermed hører til.",Rengjøring.,[],2022,STAVANGER,nan
980412555,EVINO BASAN AS,Aksjeselskap,1999-03-09,26,"Langgata 52, 4306 SANDNES",1998-12-01,2023-11-06,"Pubdrift og andre produkter/tjenester som naturlig hører sammen med, dette, herunder å delta i andre selskap med lignende virksomhet, og, kjøp og salg av aksjer eller på annen måte gjøre seg interessert i, andre foretak.","Pubdrift og andre produkter/tjenester som naturlig hører sammen med, dette, herunder å delta i andre selskap med lignende virksomhet, og, kjøp og salg av aksjer eller på annen måte gjøre seg interessert i, andre foretak.",[],2022,SANDNES,nan
919160349,EVINO HESAN AS,Aksjeselskap,2017-06-19,18,"Flintergata 5, 4307 SANDNES",2017-06-02,2023-11-06,"Drift av restaurant og bar samt hva som herved står i forbindelse,, herunder deltakelse i andre selskap med beslektet virksomhet.","Drift av restaurant og bar samt hva som herved står i forbindelse,, herunder deltakelse i andre selskap med beslektet virksomhet.",[],2022,SANDNES,nan
916155158,EVINO MASAN AS,Aksjeselskap,2015-12-02,17,"Olav Kyrres gate 2, 4307 SANDNES",2015-09-20,2023-11-06,"Pubdrift og andre produkter/tjenester som naturlig hører sammen med, dette , herunder å delta i andre selskap med lignende virksomhet, og, kjøp og salg av aksjer eller på annen måte gjøre seg interessert i, andre foretak.","Pubdrift og andre produkter og tjenester som naturlig hører sammen med, dette, herunder å delta i andre selskap med lignende virksomhet, og, kjøp og salg av aksjer eller på annen måte gjøre seg interessert i, andre foretak.",[],2022,SANDNES,nan
913315642,EXIM LINE AS,Aksjeselskap,2014-03-04,42,"Gamle Forusveien 20, 4031 STAVANGER",2014-02-13,2018-02-26,Engroshandel med bredt utvalg av nærings- og nytelsesmidler.,"Engroshandel med bredt utvalg av nærings- og nytelsesmidler. Drift av, nettbutikk, import og videre salg av kontorrekvisita.",[],2022,STAVANGER,nan
917552193,EXPLOCROWD AS,Aksjeselskap,2016-08-11,12,"c/o Business Center Stavanger, Reidar Berges gate 9, 4013 STAVANGER",2016-07-15,2023-06-01,"Bistå selskaper med vitenskap, innovasjon og kreativitet for å, akselerere leting, produksjon og CO2-lagring på norsk sokkel., Kjernekompetanse innen geologi, geofysikk og reservoarteknikk, kombineres med en forretningsfilosofi som bygger opp under menneskers, lidenskap, med ambisjon om at de beste resultatene skapes der folk, trives. Selskapskulturen skal fremme samarbeid, omsorg og, kunnskapsdeling mellom ansatte, samarbeidspartnere og kunder.","Konsulentvirsomhet rettet mot kartlegging av potensielle funn av olje, og gass.",[],2022,STAVANGER,nan
968869523,EXTRA LEKER AS,Aksjeselskap,1995-02-20,47,"Stokkamyrveien 3B, 4313 SANDNES",1994-01-03,2019-09-04,"Enhver form for handel og agenturvirksomhet og alt, som har sammemheng hermed, heri inkludert deltag-, else i andre selskap med samme formål.","Enhver form for handel og agenturvirksomhet og alt, som har sammemheng hermed, heri inkludert deltag-, else i andre selskap med samme formål.",[],2022,SANDNES,nan
922329419,EXTRA LEKER BUTIKKER AS,Aksjeselskap,2019-03-04,116,"Prinsens vei 5, 4315 SANDNES",2019-02-19,2019-02-19,"Salg av leketøy og alt som herved står i forbindelse samt deltakelse i, andre selskap med samme formål.",Butikkhandel med spill og leker.,[],2022,SANDNES,nan
914133335,EXTRA-NETT AS,Aksjeselskap,2014-09-11,30,"Prinsens vei 5, 4315 SANDNES",2014-06-10,2014-06-10,"Salg av leketøy og alt som hermed står i forbindelse samt deltagelse i, andre selskap med samme formål.","Salg av leketøy og alt som hermed står i forbindelse samt deltagelse i, andre selskap med samme formål.",[],2022,SANDNES,nan
920775543,EYE-SHARE AS,Aksjeselskap,1995-02-19,108,"Maskinveien 15, 4033 STAVANGER",1968-08-21,2022-06-30,"Drive forretning innen informasjonsteknologi, samt alt som står i den, forbindelse.","Drive forretning innen informasjonsteknologi, samt alt som står i den, forbindelse.",[],2022,STAVANGER,nan
929161416,EYMI BYGG AS,Aksjeselskap,2022-05-05,13,"Travbaneveien 3, 4031 STAVANGER",2022-04-11,2022-05-25,"Drive bygge- og entreprenørvirksomhet, samt hva som står i forbindelse, med slik virksomhet, herunder å delta i virksomhet med liknende, formål.",Bygge- og entreprenørvirksomhet.,[],2022,STAVANGER,nan
917070733,FAB LOUNGE AS,Aksjeselskap,2016-04-20,30,"Langflåtveien 34B, 4017 STAVANGER",2016-04-01,2016-04-01,Hud- og kroppspleie.,Frisering og annen skjønnhetspleie.,[],2022,STAVANGER,nan
926868470,FABEL MEDIA AS,Aksjeselskap,2021-03-25,21,"Grenseveien 21, 4313 SANDNES",2021-02-01,2023-09-01,"Produksjon og salg av tjenester innen multimedia og tilhørende, produkter.","Produksjon og salg av tjenester innen multimedia og tilhørende, produkter.",[],2022,SANDNES,nan
879919452,FABER BYGG AS,Aksjeselskap,1998-06-23,119,"Lagerveien 18, 4033 STAVANGER",1998-01-01,2005-10-11,"Bygge- og entreprenørvirksomhet, herunder feltutbygging, samt hva som, står i forbindelse med slik virksomhet, herunder å delta i virksomhet, med liknende formål.","Bygge- og anleggsvirksomhet samt hva hermed står i forbindelse,, herunder å delta i andre selskap med økonomiske formål.",[],2022,STAVANGER,nan
971235667,FABI AS,Aksjeselskap,1995-02-20,18,"Vassbotnen 11A, 4313 SANDNES",1994-11-28,2022-10-25,"Drive konsulentvirksomhet, deltakelse i andre, selskaper, investering i eiendom, forvaltning og, alt som står i forbindelse hermed.","Drive konsulentvirksomhet, deltakelse i andre, selskaper, investering i eiendom, forvaltning og, alt som står i forbindelse hermed.",[],2022,SANDNES,nan
930730580,FABI MANAGEMENT AS,Aksjeselskap,2023-01-30,11,"Vassbotnen 11A, 4313 SANDNES",2022-10-25,2022-10-25,"Rekruttering, konsulentvirksomhet, rådgivning, deltakelse i andre, selskaper, investering i eiendom, forvaltning og alt som står i, forbindelse hermed.","Konsulentvirksomhet der konsulentene bistår kunder med etablering av, regnskapsprosedyrer, implementering av ERP-systemer og øvrige, regnskapsprogrammer, utarbeidelse av budsjett og, budsjettkontrollprosedyrer, rådgivning og bistand vedrørende, effektivisering, planlegging og kontroll. Utarbeidelse av økonomiske, analyser, prognoser mm. Rekruttering av ledere og spesialister innen, økonomi.",[],,SANDNES,nan
917750890,FACILITY PARTNER AS,Aksjeselskap,2016-09-20,56,"Luramyrveien 75, 4313 SANDNES",2016-09-06,2016-11-07,Eiendomsdrift og alt som naturlig faller inn under dette.,Eiendomsdrift og alt som naturlig faller inn under dette.,[],2022,SANDNES,nan
874247472,FAGFORBUNDET ROGALAND,Forening/lag/innretning,1995-03-12,11,"Jens Zetlitz' gate 21, 4008 STAVANGER",1988-01-02,,NaN,Interesse organisasjon.,[],2007,STAVANGER,nan
923833420,FANTASTIC AS,Aksjeselskap,2019-11-16,43,"Luramyrveien 25A, 4313 SANDNES",2019-11-01,2020-02-15,"Kunstnerisk privat og offentlig underholdning som f.eks. på, kjøpesentre, events, bedrifter og festivaler etc., herunder også, videreformidling av slike tjenester som aktiviteter for barn og, voksne, tjenester relatert til turisme slik som guiding,, tilretteleggelse og utleie.","Kunstneriske aktiviteter knyttet til underholdning i private selskaper, og på arrangementer, slik som på kjøpesentre, festivaler og for, bedrifter, samt virksomhet rettet mot turisme slik som guiding,, tilretteleggelse og utleie .",[],2022,SANDNES,nan
960469089,FARSTAD GLASS OG INTERIØR AS,Aksjeselskap,1995-02-20,13,"Madlakrossen 22, 4042 HAFRSFJORD",1991-03-16,2017-06-19,"Glassmestervirksomhet, produksjon og salg av kjøkkeninnredning,, garderober og annen prefabrikert innredning i bygg, samt alt hva, dermed står i forbindelse, herunder deltakelse i andre selskaper med, samme formål. Selskapet skal i tillegg kunne investere i fast eiendom,, verdipapirer herunder aksjer i norske og utenlandske selskap.","Glassmestervirksomhet, produksjon og salg av kjøkkeninnredning,, garderober og annen prefabrikert innredning i bygg, samt alt hva, dermed står i forbindelse, herunder deltakelse i andre selskaper med, samme formål. Selskapet skal i tillegg kunne investere i fast eiendom,, verdipapirer herunder aksjer i norske og utenlandske selskap.",[],2022,STAVANGER,nan
843424252,FASETT AS,Aksjeselskap,1995-02-19,18,"Lars Hertervigs gate 3, 4005 STAVANGER",1987-04-01,2021-12-01,"Strategisk kommunikasjonsbistand til virksomheter. Dette omfatter, rådgiving og gjennomføring av alle typer tiltak uavhengig av, løsningsteknologi og medieplattformer. Selskapets bransje er, kommunikasjonsbyrå/reklamebyrå.","Strategisk kommunikasjonsbistand til virksomheter. Dette omfatter, rådgiving og gjennomføring av alle typer tiltak uavhengig av, løsningsteknologi og medieplattformer. Selskapets bransje er, kommunikasjonsbyrå/reklamebyrå.",[],2022,STAVANGER,nan
913251342,FATLAND JÆREN AS,Aksjeselskap,1995-03-12,176,"Hommersåkveien 250, 4311 HOMMERSÅK",1962-06-01,2020-06-16,"Slakting, skjæring og videreforedling av kjøttprodukter, samt annet, som står i denne forbindelse.","Drift av moderne slakterivirksomhet og hva, dermed står i dets forbindelse.",[],2022,SANDNES,nan
915442552,FELLESKJØPET ROGALAND AGDER SA,Samvirkeforetak,1995-02-19,571,"Sandvikveien 21, 4016 STAVANGER",1899-05-30,2015-03-26,Samvirkelag.,"Produksjon av for til husdyrhold., Engroshandel med korn, såvarer og for., Engroshandel med maskiner for jordbruk og skogbruk., Produksjon av jordbruks og skogbruksmaskiner.",[],2022,STAVANGER,nan
920328180,FELTEK AS,Aksjeselskap,2018-01-29,16,"Maskinveien 9, 4033 STAVANGER",2018-01-09,2018-01-09,"Salg av elektrisk utstyr, elektroinstallasjon, service og det som, derved står i forbindelse samt deltakelse i andre selskaper.","Salg av elektrisk utstyr, elektroinstallasjon, service og det som, derved står i forbindelse.",[],2022,STAVANGER,nan
931573926,FH INTERIØR AS,Aksjeselskap,2023-06-13,11,"Kirkegata 37, 4006 STAVANGER",2023-05-16,2023-05-16,"Salg av interiørtjenester, gardiner og tapeter samt interiørartikler.",Interiørdesign.,[],,STAVANGER,nan
911623986,FIGGJO AS,Aksjeselskap,1995-03-12,77,"Åslandsbakken 1, 4332 FIGGJO",1981-07-08,2016-10-26,"Produksjon og salg av keramiske produkter og hva, dermed står i forbindelse, med adgang til del-, takelse i annen produksjon/forretningsmessig, virksomhet.","Produksjon og salg av keramiske produkter og hva, dermed står i forbindelse, med adgang til del-, takelse i annen produksjon/forretningsmessig, virksomhet.",[],2022,SANDNES,nan
965831347,FIGGJO VENTILASJON AS,Aksjeselskap,1995-02-20,14,"Lutsiveien 37, 4309 SANDNES",1992-12-28,1995-05-24,"Ventilasjons- og blikkenslagervirksomhet, samt hva, hermed står i forbindelse, herunder å delta i, andre selskaper med lignende virksomhet.","Ventilasjons- og blikkenslagervirksomhet, samt hva, hermed står i forbindelse, herunder å delta i, andre selskaper med lignende virksomhet.",[],2022,SANDNES,nan
913592751,FINNØY BETONG AS,Aksjeselskap,2014-05-09,41,", 4160 FINNØY",2014-04-03,2014-09-11,"Drive produksjon og salg av ferdigbetong og andre betongvarer i egen, regi, i samarbeid med andre eller ved deltakelse i andre selskaper.","Drive produksjon og salg av ferdigbetong og andre betongvarer i egen, regi, i samarbeid med andre eller ved deltakelse i andre selskaper.",[],2022,STAVANGER,nan
975945316,FINNØY ELEKTRO AS,Aksjeselskap,1995-12-14,11,"Judabergvegen 2, 4160 FINNØY",1995-10-20,2002-05-15,"Elektroinstallasjon, samt alt hva hermed står i, forbindelse, herunder å delta i andre selskaper, med lignende virksomhet.",Elektroinstallasjon.,[],2022,STAVANGER,nan
927608413,FISKEPIREN AS,Aksjeselskap,2021-08-31,28,"Fiskepiren 1, 4013 STAVANGER",2021-07-05,2022-11-30,"Tilrettelegging for og produksjon av konserter og kulturelle, aktiviteter samt drift av restauranter og kafeer.","Tilrettelegging for og produksjon av konserter og kulturelle, aktiviteter samt drift av restauranter og kafeer.",[],2022,STAVANGER,nan
980334171,FISKETORGET STAVANGER AS,Aksjeselskap,1998-12-08,43,"Strandkaien 37, 4005 STAVANGER",1998-06-01,2014-12-15,"Detaljhandel av fisk, skalldyr og lignende, restaurantdrift samt, deltakelse i andre selskaper med samme eller lignende formål.","Butikkhandel med fisk, skalldyr og bløtdyr., Restaurantdrift.",[],2022,STAVANGER,nan
912843424,FJELLAND HANDEL AS,Aksjeselskap,2013-12-05,13,"Sandvikveien 8, 4016 STAVANGER",2013-11-15,2018-10-16,"Varehandel innen jernvarer og hva som står i forbindelse, herunder, deltagelse i annen virksomhet.",Varehandel innen jernvarer.,[],2022,STAVANGER,nan
931855379,FJELLHEIM MASKIN DRIFT AS,Aksjeselskap,2023-08-09,11,"Tjessheimveien 246, 4332 FIGGJO",2023-05-25,2023-05-25,"Levering av entreprenørtjenester og vaktmestertjenester, samt utleie, av maskiner til næringslivet og til privatpersoner og andre, produkter/tjenester som naturlig hører sammen med dette, herunder å, delta i andre selskap med lignende virksomhet, og kjøp og salg av, aksjer eller på annen måte gjøre seg interessert i andre foretak.","Levering av entreprenørtjenester - grunnarbeid og lignende. Levering, av vaktmestertjenester. Utleie av maskiner. Kjøp og salg av aksjer.",[],,SANDNES,nan
924357983,FLAMINGO CAFE AS,Aksjeselskap,2020-01-07,11,"Søregata 30, 4006 STAVANGER",2019-12-10,2019-12-10,Servering og utleie av kontor og møterom.,"Salg av mat og drikke, cafedrift. Utleie av kontor og møterom",[],2022,STAVANGER,nan
974361299,FLOW SOLUTIONS AS,Aksjeselskap,1995-03-16,20,"Jernbaneveien 24, 4306 SANDNES",1995-03-15,2023-01-31,"Salg og konsulentvirksomhet innen databehandling, samt hva hermed står i forbindelse, herunder delta, i andre selskaper med lignende virksomhet.","Salg og konsulentvirksomhet innen databehandling, samt hva hermed står i forbindelse, herunder delta, i andre selskaper med lignende virksomhet.",[],2022,SANDNES,nan
913565983,FOGN HANDEL AS,Aksjeselskap,2014-05-02,16,", 4164 FOGN",2014-03-26,2015-05-04,"Butikkhandel med dagligvarer samt det som naturlig står i forbindelse, med dette, samt deltakelse i andre selskaper.",Butikkhandel med dagligvarer.,[],2022,STAVANGER,nan
926142380,FOLKEHALLENE IKS,Interkommunalt selskap,2020-12-23,165,"Sørmarkveien 20, 4019 STAVANGER",2020-11-16,2020-11-16,"Selskapet har som formål å drive Sørmarka Arena, Sola Arena,, Sandneshallen og Randaberg Arena med utgangspunkt i leieavtaler med, Sørmarka flerbrukshall IKS og Multihallen og Storhallen IKS.,  , Sørmarka Arena, Sola Arena, Sandneshallen og Randaberg Arena skal være, anlegg både for lek og aktive idrettsutøvere og spesielt stimulere, barn og unges interesse for fysisk aktivitet.,  , Selskapet kan inngå samarbeidsavtaler med andre kommuner, andre, selskaper, andre virksomheter, organisasjoner og enkeltpersoner., Selskapet kan etablere og delta i selskaper. Selskapet kan påta seg, andre arbeidsoppgaver eierne og selskapet måtte bli enige om.",Drift av idrettsanlegg og administrative tjenester.,[],2022,STAVANGER,nan
913938046,FOOD HEAVEN TASTA AS,Aksjeselskap,2014-07-28,16,"Tastatunet 1-3, 4027 STAVANGER",2014-06-04,2019-09-24,Drift av restaurant og hva hermed står i forbindelse.,Restaurantdrift,[],2022,STAVANGER,nan
811900052,FOODBACK AS,Aksjeselskap,2013-05-07,10,"Grenseveien 21, 4313 SANDNES",2013-04-20,2023-10-11,Produksjon og salg av IT tjenester.,"IT: Produksjon av softwarer samt utleie og salg av denne.,  ",[],2022,SANDNES,nan
915744141,FOODFIGHTERS AS,Aksjeselskap,2015-08-26,50,"Langgata 1B, 4306 SANDNES",2015-05-08,2018-12-05,Restaurant og cateringvirksomhet.,Restaurant og cateringvirksomhet.,[],2022,SANDNES,nan
927430525,FOODFIGHTERS HINNA AS,Aksjeselskap,2021-07-16,35,"Jåttåvågveien 7, 4020 STAVANGER",2021-06-17,2021-06-17,Restaurant og cateringvirksomhet.,"Restaurant og cateringvirksomhet. Servering av mat og drikke inn i, huset og ut av huset. Arrangement og teambuilding.",[],2022,STAVANGER,nan
917589917,FORSAND SANDKOMPANI AS,Aksjeselskap,1995-02-19,22,", 4110 FORSAND",1974-01-02,2019-12-03,"Uttak, videreformidling og salg av sand og grus og hva som står i, forbindelse med dette. Selskapet kan også delta i andre selskaper.,  ","Uttak, vidreforedling og salg av sand og grus og, hva som står i forbindelse med dette. Selskapet, kan også delta i andre selskaper.",[],2022,SANDNES,nan
917459355,FORTOU AS,Aksjeselskap,2016-07-13,35,"Kvitsøygata 25, 4014 STAVANGER",2016-06-21,2021-12-27,"Salg av mat og drikke for gjennom å styrke hele virksomheten i Tou, Scene & Kunstfabrikk. Selskapet kan delta/eie andre selskaper som har, samme hoved formål som selskapet og som vil bidra til å styrke, virksomheten i Fortou.",Salg av mat og drikke. Take away Catering,[],2022,STAVANGER,nan
937435355,FORUS RØR AS,Aksjeselskap,1995-02-19,25,"Luramyrveien 75, 4313 SANDNES",1985-10-27,2019-12-18,"Rørleggerviaksomhet, handel, samt ved aksjetegning, eller på annen måte å gjøre seg interessert i, foretagende i og utenfor bransjen.","Rørleggerviaksomhet, handel, samt ved aksjetegning, eller på annen måte å gjøre seg interessert i, foretagende i og utenfor bransjen.",[],2022,SANDNES,nan
917990573,FORUS TRANSPORT AS,Aksjeselskap,2016-11-04,15,"Børeringen 17, 4085 HUNDVÅG",2016-10-10,2016-10-10,"Transportvirksomhet, samt hva hermed står i forbindelse, herunder å, delta i selskaper med lignende virksomhet.","Transportvirksomhet inklusiv distribusjon av tidsskrfter og reklame,, samt hva hermed står i forbindelse, herunder å delta i selskaper med, lignende virksomhet.",[],2022,STAVANGER,nan
877563812,FORUS TRAV AS,Aksjeselskap,1997-05-27,44,"Bjødnabeen 7, 4031 STAVANGER",1997-04-21,2018-02-14,"På vegne av eierne forestå drift og forvaltning av arrangement av, travløp som det skal arrangeres totalisatorveddemål til i henhold til, inngått avtale med det Norske Travselskap, og til enhver tid gjeldende, konsesjon. Videre å arbeide for å bevare og utvikle travmiljøet ved, Forus Travbane med siktemål å fremme en sunn utvikling av norsk trav-, og hestesport, arbeide aktivt for å fremme både sport og spill på, Forus Travbane, samt å sikre grunnlaget for oppdrett av travhester i, Norge»","Forestå drift og forvaltning av Forus travbane, totalisatorspill,, samt utøve slik virksomhet som naturlig hører med til dette.",[],2022,STAVANGER,nan
970444254,FOTBALLKLUBBEN VIDAR,Forening/lag/innretning,1995-02-20,38,"Lassa Idrettspark, 4022 STAVANGER",1906-04-18,,NaN,Idrettslag.,[],2022,STAVANGER,nan
923250298,FPF STAVANGER AS,Aksjeselskap,2019-08-26,22,"Lagårdsveien 61, 4010 STAVANGER",2019-06-26,2019-06-26,"Kjøp og salg av underholdningsaktiviteter og hva dermed står i, forbindelse, herunder deltagelse og investering i andre selskaper.","Opplevelses-, arrangements- og aktivitetsarrangørvirksomhet. Kjøp og, salg av underholdningsaktiviteter.",[],2022,STAVANGER,nan
914221110,FRAKTAL NORGE AS,Aksjeselskap,2014-09-29,44,"Stokkamyrveien 13, 4313 SANDNES",2014-09-08,2022-03-15,"Analyse, rådgivning og utvikling av dataplattformer,, virksomhetsstyring og business intelligence, samt annen virksomhet som, har sammenheng med dette.","Analyse, rådgivning og utvikling av dataplattformer,, virksomhetsstyring og business intelligence, samt annen virksomhet som, har sammenheng med dette.",[],2022,SANDNES,nan
972421480,FRANKS INTERNATIONAL AS,Aksjeselskap,1995-03-12,80,"Luramyrveien 36, 4313 SANDNES",1994-10-11,2011-04-05,"Leveranser til oljeindustrien av personell-, ressurser og utstyr.","Leveranser til oljeindustrien av personell-, ressurser og utstyr.",[],2021,SANDNES,nan
971338407,FREDHEIM ARENA,Forening/lag/innretning,1995-02-20,12,"Årsvollveien 21, 4312 SANDNES",1995-02-20,,NaN,Indremisjonsarbeid.,[],2022,SANDNES,nan
927577453,FREDRIK SOLHEIM AS,Aksjeselskap,2021-08-24,24,"REMA 1000 MADLAKROSSEN, Madlakrossen 9A, 4042 HAFRSFJORD",2021-07-26,2021-07-26,"Selv, gjennom hel- eller deleide selskaper eller ved samarbeide med, andre virksomheter, å forestå drift av dagligvareforretning og annen, virksomhet beslektet med denne.",Butikkhandel med dagligvare.,[],2022,STAVANGER,nan
